distance,linear_encoder_position,measurement_delta,linear_encoder_timestamp,distance_timestamp,measurement_time_delta
"[0.6863369222926085, 0]",0,0.6863369222926085,1711819286.4734325,1711819286.5522656,0.07883310317993164
"[0.5747363568498971, 0]",0,0.5747363568498971,1711819286.8333025,1711819286.9148676,0.08156514167785645
"[0.5596706794097623, 0]",0,0.5596706794097623,1711819286.9694147,1711819287.049959,0.08054423332214355
"[0.572850800928353, 0]",0,0.572850800928353,1711819287.3791337,1711819287.4661279,0.08699417114257812
"[0.5817415449793353, 0]",0,0.5817415449793353,1711819287.5221255,1711819287.6020057,0.0798802375793457
"[0.5591611424891835, 0]",0,0.5591611424891835,1711819287.6621962,1711819287.74227,0.08007383346557617
"[0.576562515508884, 0]",0,0.576562515508884,1711819287.8568075,1711819287.936832,0.08002448081970215
"[0.5723580654538943, 0]",0,0.5723580654538943,1711819287.9915857,1711819288.0731516,0.08156585693359375
"[0.5775430656031091, 0]",0,0.5775430656031091,1711819288.127165,1711819288.2060263,0.07886123657226562
"[0.575964753839562, 0]",0,0.575964753839562,1711819288.2928262,1711819288.3718102,0.07898402214050293
"[0.584516600411936, 0]",0,0.584516600411936,1711819288.4252043,1711819288.5061169,0.08091259002685547
"[0.5732355000667874, 0]",0,0.5732355000667874,1711819288.5609329,1711819288.6379876,0.07705473899841309
"[0.5746269793570782, 0]",0,0.5746269793570782,1711819288.7496462,1711819288.8329341,0.08328795433044434
"[0.5696485064182317, 0]",0,0.5696485064182317,1711819288.8867164,1711819288.9665658,0.0798494815826416
"[0.5592835404631823, 0]",0,0.5592835404631823,1711819289.023391,1711819289.102157,0.0787661075592041
"[0.25599203305265983, 0]",1,0.7440079669473402,1711819293.3552577,1711819293.4377713,0.08251357078552246
"[0.21249884582903025, 0]",1,0.7875011541709698,1711819293.973123,1711819294.05159,0.07846689224243164
"[0.21249894479538375, 0]",1,0.7875010552046162,1711819294.1036088,1711819294.1838884,0.08027958869934082
"[0.365700521162281, 0]",2207,2206.634299478838,1711819298.4982536,1711819298.5779223,0.07966876029968262
"[0.2908171093522534, 0]",2207,2206.7091828906478,1711819298.6311276,1711819298.7097135,0.07858586311340332
"[0.3091185887093414, 0]",2926,2925.690881411291,1711819300.8827834,1711819300.961227,0.07844352722167969
"[0.3256247653400812, 0]",2940,2939.6743752346597,1711819301.017261,1711819301.1036806,0.08641958236694336
"[0.18287695433598655, 0]",2940,2939.817123045664,1711819301.2184613,1711819301.2981157,0.07965445518493652
"[0.1454912513194369, 0]",2941,2940.8545087486805,1711819301.3528214,1711819301.4308314,0.07801008224487305
"[0.12506586256435726, 0]",2941,2940.8749341374355,1711819301.484431,1711819301.5649707,0.08053970336914062
"[0.21249889717874695, 0]",2972,2971.7875011028214,1711819303.7171195,1711819303.8083005,0.09118103981018066
