distance,linear_encoder_position,measurement_delta,linear_encoder_timestamp,distance_timestamp,measurement_time_delta
"[0.6268410865335712, 0]",0,0.6268410865335712,1711823095.7129354,1711823095.7080603,0.00487518310546875
"[0.702635769305694, 0]",0,0.702635769305694,1711823096.0531518,1711823096.0511582,0.0019936561584472656
"[0.5824958625511503, 0]",0,0.5824958625511503,1711823096.1928577,1711823096.1918461,0.0010116100311279297
"[0, 0]",0,0,1711823096.4434202,1711823096.4424255,0.0009946823120117188
"[0, 0]",0,0,1711823096.5845444,1711823096.5741913,0.01035308837890625
"[0, 0]",0,0,1711823096.7242303,1711823096.716721,0.0075092315673828125
"[0.6285935243300182, 0]",0,0.6285935243300182,1711823096.985193,1711823096.9788387,0.006354331970214844
"[0.6173256525871328, 0]",0,0.6173256525871328,1711823097.1249146,1711823097.1177974,0.007117271423339844
"[0.5824957944676479, 0]",0,0.5824957944676479,1711823097.2556498,1711823097.25449,0.0011599063873291016
"[0.5824959439780543, 0]",0,0.5824959439780543,1711823097.435072,1711823097.4311101,0.003961801528930664
"[0.624456298455684, 0]",0,0.624456298455684,1711823097.5762482,1711823097.565947,0.01030111312866211
"[0.7635905640943378, 0]",0,0.7635905640943378,1711823097.716555,1711823097.7068872,0.00966787338256836
"[0.6998665475921305, 0]",0,0.6998665475921305,1711823097.9167,1711823097.9094634,0.007236480712890625
"[0, 0]",0,0,1711823098.0571258,1711823098.047232,0.00989389419555664
"[0.6326157426042345, 0]",0,0.6326157426042345,1711823098.1969066,1711823098.1918173,0.005089282989501953
"[0, 0]",0,0,1711823099.3382998,1711823099.3330557,0.005244016647338867
"[0, 0]",0,0,1711823099.478969,1711823099.4685514,0.010417699813842773
"[0, 0]",0,0,1711823099.6188796,1711823099.608972,0.00990748405456543
"[0, 0]",0,0,1711823099.7893236,1711823099.7809663,0.00835728645324707
"[0, 0]",0,0,1711823099.9294653,1711823099.9184752,0.010990142822265625
"[0, 0]",0,0,1711823100.0699973,1711823100.0625463,0.007451057434082031
"[0, 0]",0,0,1711823100.2591646,1711823100.2571497,0.0020148754119873047
"[0, 0]",0,0,1711823100.4002953,1711823100.392175,0.008120298385620117
"[0, 0]",0,0,1711823100.5304592,1711823100.526865,0.0035941600799560547
"[0, 0]",0,0,1711823100.680653,1711823100.6788285,0.0018246173858642578
"[0, 0]",0,0,1711823100.8408515,1711823100.8370621,0.0037894248962402344
"[0, 0]",0,0,1711823100.9711955,1711823100.9678884,0.0033071041107177734
"[0, 0]",0,0,1711823101.1413453,1711823101.135911,0.005434274673461914
"[0, 0]",0,0,1711823101.2708626,1711823101.26887,0.001992464065551758
"[0, 0]",0,0,1711823101.4117658,1711823101.4023497,0.00941610336303711
"[0, 0]",0,0,1711823101.6120248,1711823101.6069794,0.005045413970947266
"[0, 0]",0,0,1711823101.7422173,1711823101.7387698,0.0034475326538085938
"[0, 0]",0,0,1711823101.8716078,1711823101.869547,0.0020608901977539062
"[0, 0]",0,0,1711823102.0727072,1711823102.0635846,0.009122610092163086
"[0, 0]",0,0,1711823102.2128613,1711823102.202597,0.010264396667480469
"[0, 0]",0,0,1711823102.3530164,1711823102.3430474,0.009968996047973633
"[0, 0]",0,0,1711823102.5437877,1711823102.5326293,0.011158466339111328
"[0, 0]",0,0,1711823102.6837838,1711823102.6733892,0.010394573211669922
"[0, 0]",0,0,1711823102.8140593,1711823102.8103676,0.0036916732788085938
"[0, 0]",0,0,1711823102.9740798,1711823102.963931,0.010148763656616211
"[0, 0]",0,0,1711823103.1142068,1711823103.1055074,0.008699417114257812
