distance,linear_encoder_position,measurement_delta,linear_encoder_timestamp,distance_timestamp,measurement_time_delta
"[0, 0]",-1,1,1711822166.8752983,1711822166.9546459,0.07934761047363281
"[0, 0]",-1,1,1711822167.2220263,1711822167.3019588,0.07993245124816895
"[0, 0]",-1,1,1711822167.3554797,1711822167.4355578,0.080078125
"[0, 0]",-1,1,1711822167.7564795,1711822167.8410013,0.08452177047729492
"[0, 0]",-1,1,1711822167.896183,1711822167.9758875,0.07970452308654785
"[0, 0]",-1,1,1711822168.0304732,1711822168.111345,0.0808718204498291
"[0, 0]",-1,1,1711822168.2125547,1711822168.2931101,0.08055543899536133
"[0, 0]",-1,1,1711822168.345683,1711822168.4257016,0.08001852035522461
"[0, 0]",-1,1,1711822168.4772472,1711822168.5551703,0.07792305946350098
"[0, 0]",-1,1,1711822168.6702285,1711822168.7558038,0.08557534217834473
"[0, 0]",-1,1,1711822168.807836,1711822168.8883972,0.08056116104125977
"[0, 0]",-1,1,1711822168.93895,1711822169.0189667,0.0800166130065918
"[0, 0]",-1,1,1711822169.1277933,1711822169.2068481,0.0790548324584961
"[0, 0]",-1,1,1711822169.2617843,1711822169.3402455,0.0784611701965332
"[0, 0]",-1,1,1711822169.3919053,1711822169.4716923,0.07978701591491699
"[0, 0]",-1,1,1711822169.5835009,1711822169.6631105,0.07960963249206543
"[0, 0]",-1,1,1711822169.723199,1711822169.8032942,0.08009529113769531
"[0, 0]",-1,1,1711822169.8584263,1711822169.9387436,0.08031725883483887
"[0, 0]",-1,1,1711822170.0467558,1711822170.1290166,0.0822608470916748
"[0, 0]",-1,1,1711822170.1820655,1711822170.2600262,0.07796072959899902
"[0, 0]",-1,1,1711822170.3133638,1711822170.3919604,0.07859659194946289
"[0, 0]",-1,1,1711822170.50151,1711822170.5792708,0.07776093482971191
"[0, 0]",-1,1,1711822170.632575,1711822170.7131774,0.08060240745544434
"[0, 0]",-1,1,1711822170.7628887,1711822170.8414729,0.07858419418334961
"[0, 0]",-1,1,1711822170.956318,1711822171.037922,0.08160400390625
"[0, 0]",-1,1,1711822171.1153662,1711822171.1958933,0.08052706718444824
"[0, 0]",-1,1,1711822171.2464201,1711822171.3254395,0.07901930809020996
"[0, 0]",-1,1,1711822171.4112234,1711822171.4915638,0.08034038543701172
"[0, 0]",-1,1,1711822171.5416152,1711822171.621758,0.08014273643493652
"[0, 0]",-1,1,1711822171.670987,1711822171.752558,0.08157110214233398
"[0, 0]",-1,1,1711822171.8674097,1711822171.946595,0.07918524742126465
"[0, 0]",-1,1,1711822171.9966092,1711822172.0770133,0.08040404319763184
"[0, 0]",-1,1,1711822172.1260617,1711822172.2070854,0.0810236930847168
"[0, 0]",-1,1,1711822172.3227859,1711822172.4023466,0.07956075668334961
"[0, 0]",-1,1,1711822172.452068,1711822172.5301077,0.07803964614868164
"[0, 0]",-1,1,1711822172.5806386,1711822172.662334,0.0816953182220459
"[0, 0]",-1,1,1711822172.7799766,1711822172.8573048,0.07732820510864258
"[0, 0]",-1,1,1711822172.9081597,1711822172.9864728,0.07831311225891113
"[0, 0]",-1,1,1711822173.0410569,1711822173.1250994,0.08404254913330078
"[0, 0]",-1,1,1711822173.2364364,1711822173.3169925,0.08055615425109863
"[0, 0]",-1,1,1711822173.368534,1711822173.4491346,0.08060050010681152
"[0, 0]",-1,1,1711822173.6927693,1711822173.7708042,0.07803487777709961
"[0, 0]",-1,1,1711822173.8238378,1711822173.9020746,0.07823681831359863
"[0, 0]",-1,1,1711822173.9507155,1711822174.0316987,0.08098316192626953
"[0, 0]",-1,1,1711822174.1489437,1711822174.226746,0.07780241966247559
"[0, 0]",-1,1,1711822174.2773995,1711822174.3579526,0.08055305480957031
"[0, 0]",-1,1,1711822174.4122255,1711822174.4922652,0.08003973960876465
"[0, 0]",-1,1,1711822174.6037352,1711822174.6833756,0.07964038848876953
"[0, 0]",-1,1,1711822174.733483,1711822174.811704,0.07822084426879883
"[0, 0]",-1,1,1711822174.8628106,1711822174.9429243,0.08011364936828613
"[0, 0]",-1,1,1711822175.059361,1711822175.1388118,0.07945084571838379
