distance,linear_encoder_position,measurement_delta,linear_encoder_timestamp,distance_timestamp,measurement_time_delta
"[0.5837645978748874, 0]",0,0.5837645978748874,1711818859.9858978,1711818860.0661318,0.08023405075073242
"[0.5801308066152193, 0]",0,0.5801308066152193,1711818860.6811209,1711818860.7626455,0.08152461051940918
"[0.5727781581578487, 0]",0,0.5727781581578487,1711818860.8284934,1711818860.9129918,0.08449840545654297
"[0.5863233810550714, 0]",0,0.5863233810550714,1711818860.9844007,1711818861.0690136,0.08461284637451172
"[0.5729390602519541, 0]",0,0.5729390602519541,1711818861.341502,1711818861.422188,0.08068609237670898
"[0.5806202800415367, 0]",0,0.5806202800415367,1711818861.4762938,1711818861.5598989,0.08360505104064941
"[0.5794453000252968, 0]",0,0.5794453000252968,1711818861.6129062,1711818861.6930566,0.08015036582946777
"[0.5816948706470296, 0]",0,0.5816948706470296,1711818861.7972844,1711818861.8793375,0.08205318450927734
"[0.5816169910913532, 0]",0,0.5816169910913532,1711818861.932053,1711818862.0119927,0.07993960380554199
"[0.5759625140877767, 0]",0,0.5759625140877767,1711818862.064835,1711818862.1440723,0.07923722267150879
"[0.5789935256059371, 0]",0,0.5789935256059371,1711818862.2552686,1711818862.3343182,0.07904958724975586
"[0.5717968308879084, 0]",0,0.5717968308879084,1711818862.385846,1711818862.4688716,0.08302569389343262
"[0.5731040461203838, 0]",0,0.5731040461203838,1711818862.520465,1711818862.602061,0.08159613609313965
"[0.5728157140961865, 0]",0,0.5728157140961865,1711818862.7126317,1711818862.792569,0.07993721961975098
"[0.5713029456621481, 0]",0,0.5713029456621481,1711818862.84488,1711818862.929582,0.0847020149230957
"[0.5756027782273058, 0]",0,0.5756027782273058,1711818862.988714,1711818863.0776706,0.08895659446716309
"[0.5764927838307657, 0]",0,0.5764927838307657,1711818863.1784952,1711818863.2605078,0.08201265335083008
"[0.5788917087787075, 0]",0,0.5788917087787075,1711818863.315143,1711818863.3961918,0.08104872703552246
"[0.5775408713957095, 0]",0,0.5775408713957095,1711818863.4482086,1711818863.5280998,0.07989120483398438
"[0.5765398829564694, 0]",0,0.5765398829564694,1711818863.6446064,1711818863.7261384,0.08153200149536133
"[0.5843718716806018, 0]",0,0.5843718716806018,1711818863.7786293,1711818863.8601089,0.08147954940795898
"[0.5884974950136744, 0]",0,0.5884974950136744,1711818863.912941,1711818863.9928577,0.07991671562194824
"[0.5750628387036265, 0]",0,0.5750628387036265,1711818864.0832212,1711818864.1623127,0.07909154891967773
"[0.5746520742615275, 0]",0,0.5746520742615275,1711818864.2157931,1711818864.2973561,0.08156299591064453
"[0.5740505655167126, 0]",0,0.5740505655167126,1711818864.35036,1711818864.4302514,0.07989144325256348
"[0.7297096410073961, 0]",0,0.7297096410073961,1711818864.5662696,1711818864.6468344,0.08056473731994629
"[0.5907711425123494, 0]",0,0.5907711425123494,1711818864.6993856,1711818864.778581,0.07919526100158691
"[0.5862890400028952, 0]",0,0.5862890400028952,1711818864.833103,1711818864.9120028,0.07889986038208008
"[0.5756351337136082, 0]",0,0.5756351337136082,1711818864.9937818,1711818865.075818,0.08203625679016113
"[0.5710584677205921, 0]",0,0.5710584677205921,1711818865.12844,1711818865.2134564,0.08501648902893066
"[0.5740402460684739, 0]",0,0.5740402460684739,1711818865.2690823,1711818865.349907,0.08082461357116699
"[0.5855447223989787, 0]",0,0.5855447223989787,1711818865.4513795,1711818865.5313833,0.08000373840332031
"[0.5716482422083174, 0]",0,0.5716482422083174,1711818865.5842597,1711818865.6642966,0.08003687858581543
"[0.5723559253016336, 0]",0,0.5723559253016336,1711818865.7188168,1711818865.7993455,0.08052873611450195
"[0.6179853931815357, 0]",0,0.6179853931815357,1711818865.909938,1711818865.9917576,0.08181953430175781
"[0.5907129620154278, 0]",0,0.5907129620154278,1711818866.0457566,1711818866.1245317,0.07877516746520996
"[0.6509134974891898, 0]",0,0.6509134974891898,1711818866.1753025,1711818866.2548807,0.07957816123962402
"[0.6840880621313449, 0]",0,0.6840880621313449,1711818866.368015,1711818866.4502413,0.08222627639770508
"[0.6883110487762579, 0]",0,0.6883110487762579,1711818866.5011973,1711818866.579924,0.07872676849365234
"[0.689481588909248, 0]",0,0.689481588909248,1711818866.6329668,1711818866.7146423,0.08167552947998047
"[0.5822716246085103, 0]",0,0.5822716246085103,1711818866.8240998,1711818866.904455,0.08035516738891602
"[0.5676377681949034, 0]",0,0.5676377681949034,1711818866.9611123,1711818867.0460384,0.08492612838745117
"[0.5699367000564672, 0]",0,0.5699367000564672,1711818867.0975854,1711818867.1766605,0.07907509803771973
"[0.5670503024780388, 0]",0,0.5670503024780388,1711818867.2787158,1711818867.3623254,0.08360958099365234
"[0.5715129533583857, 0]",0,0.5715129533583857,1711818867.4157403,1711818867.4982352,0.08249497413635254
"[0.5790896387796017, 0]",0,0.5790896387796017,1711818867.5506814,1711818867.6332448,0.08256340026855469
"[0.5680324313385186, 0]",0,0.5680324313385186,1711818867.7367287,1711818867.8162537,0.07952499389648438
"[0.5702498346673879, 0]",0,0.5702498346673879,1711818867.868272,1711818867.9498086,0.08153653144836426
"[0.568122705955775, 0]",0,0.568122705955775,1711818868.0043337,1711818868.0828953,0.07856154441833496
"[0.5686902846241702, 0]",0,0.5686902846241702,1711818868.1923625,1711818868.2768588,0.08449625968933105
"[0.5667381146222061, 0]",0,0.5667381146222061,1711818868.3365943,1711818868.4200718,0.08347749710083008
"[0.5722473320327711, 0]",0,0.5722473320327711,1711818868.506281,1711818868.586968,0.08068704605102539
"[0.5780602741891613, 0]",0,0.5780602741891613,1711818868.6862154,1711818868.77069,0.08447456359863281
"[0.5662709973685561, 0]",0,0.5662709973685561,1711818868.8223987,1711818868.900956,0.07855725288391113
"[0.5692405205221661, 0]",0,0.5692405205221661,1711818868.953311,1711818869.0332274,0.07991647720336914
"[0.5743579280044857, 0]",0,0.5743579280044857,1711818869.1039596,1711818869.185434,0.08147454261779785
"[0.5708013916721201, 0]",0,0.5708013916721201,1711818869.2380693,1711818869.3213353,0.08326601982116699
"[0.5655058855746397, 0]",0,0.5655058855746397,1711818869.3729413,1711818869.4545472,0.08160591125488281
"[0.5763308496790978, 0]",0,0.5763308496790978,1711818869.5619802,1711818869.6419787,0.07999849319458008
"[0.5720230320509382, 0]",0,0.5720230320509382,1711818869.6955924,1711818869.7776668,0.08207440376281738
"[0.5831638245207341, 0]",0,0.5831638245207341,1711818869.829189,1711818869.9104333,0.08124423027038574
"[0.570066180751153, 0]",0,0.570066180751153,1711818870.018027,1711818870.0998838,0.08185672760009766
"[0.596096645580404, 0]",0,0.596096645580404,1711818870.1558807,1711818870.2354038,0.07952308654785156
"[0.5706380254174288, 0]",0,0.5706380254174288,1711818870.2889404,1711818870.370315,0.0813746452331543
"[0.5719601585340552, 0]",0,0.5719601585340552,1711818870.4830446,1711818870.5641065,0.08106184005737305
"[0.574996602323803, 0]",0,0.574996602323803,1711818870.6168082,1711818870.6969025,0.0800943374633789
"[0.5737545574660702, 0]",0,0.5737545574660702,1711818870.750916,1711818870.8294842,0.0785682201385498
"[0.5685803338500721, 0]",0,0.5685803338500721,1711818870.9432547,1711818871.0228333,0.07957863807678223
"[0.5677006406616396, 0]",0,0.5677006406616396,1711818871.07686,1711818871.1565166,0.07965660095214844
"[0.5705353976542181, 0]",0,0.5705353976542181,1711818871.2110858,1711818871.2916684,0.0805826187133789
"[0.5826218298443662, 0]",0,0.5826218298443662,1711818871.4042115,1711818871.485057,0.08084559440612793
"[0.5698768527307624, 0]",0,0.5698768527307624,1711818871.5379617,1711818871.6185536,0.08059191703796387
"[0.5720824301691654, 0]",0,0.5720824301691654,1711818871.6715765,1711818871.7511203,0.0795438289642334
"[0.5674414786004873, 0]",0,0.5674414786004873,1711818871.8656769,1711818871.9452612,0.07958436012268066
"[0.5802251286603269, 0]",0,0.5802251286603269,1711818871.9992585,1711818872.0796132,0.08035469055175781
"[0.5749007685420572, 0]",0,0.5749007685420572,1711818872.1330779,1711818872.2139966,0.08091878890991211
"[0.57564328682838, 0]",0,0.57564328682838,1711818872.3077998,1711818872.3890543,0.08125448226928711
"[0.5765045975058662, 0]",0,0.5765045975058662,1711818872.4398746,1711818872.5223255,0.08245086669921875
"[0.5695484027734357, 0]",0,0.5695484027734357,1711818872.604935,1711818872.6839757,0.0790407657623291
"[0.5702986732539576, 0]",0,0.5702986732539576,1711818872.7945676,1711818872.8742068,0.07963919639587402
"[0.5688455158215707, 0]",0,0.5688455158215707,1711818872.9280148,1711818873.007598,0.07958316802978516
"[0.5765363375230427, 0]",0,0.5765363375230427,1711818873.061613,1711818873.1411908,0.07957768440246582
"[0.5876667579015574, 0]",0,0.5876667579015574,1711818873.2145624,1711818873.2977018,0.08313941955566406
"[0.5770600669388357, 0]",0,0.5770600669388357,1711818873.352064,1711818873.4326835,0.08061957359313965
"[0.5733940916330718, 0]",0,0.5733940916330718,1711818873.485356,1711818873.5708787,0.08552265167236328
"[0.5682931295595023, 0]",0,0.5682931295595023,1711818873.6934946,1711818873.784207,0.0907125473022461
"[0.5760942089720357, 0]",0,0.5760942089720357,1711818873.8391836,1711818873.9189253,0.0797417163848877
"[0.5754344294454761, 0]",0,0.5754344294454761,1711818873.971984,1711818874.0545316,0.08254766464233398
"[0.5712184711525063, 0]",0,0.5712184711525063,1711818874.126418,1711818874.2069452,0.08052706718444824
"[0.5735700229242947, 0]",0,0.5735700229242947,1711818874.2600553,1711818874.3395636,0.07950830459594727
"[0.5784955361904176, 0]",0,0.5784955361904176,1711818874.392707,1711818874.472775,0.08006787300109863
"[0.5715907276272338, 0]",0,0.5715907276272338,1711818874.5842469,1711818874.6642537,0.08000683784484863
"[0.5684155258693359, 0]",0,0.5684155258693359,1711818874.7195833,1711818874.7995865,0.08000326156616211
"[0.5791188764113113, 0]",0,0.5791188764113113,1711818874.8541722,1711818874.9344459,0.08027362823486328
"[0.5676379850101494, 0]",0,0.5676379850101494,1711818875.052074,1711818875.1324322,0.08035826683044434
"[0.5692549652688847, 0]",0,0.5692549652688847,1711818875.1861184,1711818875.2665443,0.08042597770690918
"[0.5718040230577972, 0]",0,0.5718040230577972,1711818875.3206143,1711818875.4015079,0.08089351654052734
"[0.5794275685104298, 0]",0,0.5794275685104298,1711818875.513772,1711818875.5929747,0.07920265197753906
"[0.573951304111614, 0]",0,0.573951304111614,1711818875.644854,1711818875.7252495,0.08039546012878418
"[0.5838421798881872, 0]",0,0.5838421798881872,1711818875.7803059,1711818875.8608708,0.08056497573852539
"[0.5935826072116634, 0]",0,0.5935826072116634,1711818875.9764187,1711818876.0571468,0.08072805404663086
"[0.573532693608905, 0]",0,0.573532693608905,1711818876.1097124,1711818876.1901128,0.08040046691894531
"[0.5703654501125143, 0]",0,0.5703654501125143,1711818876.242341,1711818876.324136,0.08179497718811035
"[0.5815339624611524, 0]",0,0.5815339624611524,1711818876.4148333,1711818876.5009377,0.0861043930053711
"[0.5727535186057949, 0]",0,0.5727535186057949,1711818876.5829926,1711818876.661529,0.0785365104675293
"[0.571103184955677, 0]",0,0.571103184955677,1711818876.714102,1711818876.7936594,0.07955741882324219
"[0.5665272693238136, 0]",0,0.5665272693238136,1711818876.8667634,1711818876.945668,0.07890462875366211
"[0.5687626175193302, 0]",0,0.5687626175193302,1711818877.0002503,1711818877.079268,0.07901763916015625
"[0.5729390538003216, 0]",0,0.5729390538003216,1711818877.1307936,1711818877.211679,0.08088541030883789
"[0.5699269353728925, 0]",0,0.5699269353728925,1711818877.3252778,1711818877.4059644,0.08068656921386719
"[0.5742166285204161, 0]",0,0.5742166285204161,1711818877.4582524,1711818877.538962,0.08070945739746094
"[0.5796239001862787, 0]",0,0.5796239001862787,1711818877.5935435,1711818877.6727743,0.07923078536987305
"[0.5669030107565343, 0]",0,0.5669030107565343,1711818877.7863262,1711818877.8661683,0.07984209060668945
"[0.5783702977504666, 0]",0,0.5783702977504666,1711818877.9192827,1711818878.0011363,0.08185362815856934
"[0.5715728070698685, 0]",0,0.5715728070698685,1711818878.0554328,1711818878.1349838,0.07955098152160645
"[0.5726098936043001, 0]",0,0.5726098936043001,1711818878.239117,1711818878.3222194,0.08310246467590332
"[0.5717448577193981, 0]",0,0.5717448577193981,1711818878.376426,1711818878.4557793,0.07935333251953125
"[0.5776803977004421, 0]",0,0.5776803977004421,1711818878.508895,1711818878.5924478,0.08355283737182617
"[0.5710780875450374, 0]",0,0.5710780875450374,1711818878.7049322,1711818878.7884367,0.08350443840026855
"[0.5722082013373861, 0]",0,0.5722082013373861,1711818878.8499086,1711818878.9351692,0.08526062965393066
"[0.5741667304999742, 0]",0,0.5741667304999742,1711818878.9912205,1711818879.0745678,0.08334732055664062
"[0.57444552195642, 0]",0,0.57444552195642,1711818879.1489727,1711818879.2280908,0.07911801338195801
"[0.5680553492881389, 0]",0,0.5680553492881389,1711818879.2814777,1711818879.3627403,0.08126258850097656
"[0.5709100125219143, 0]",0,0.5709100125219143,1711818879.4158394,1711818879.4966745,0.08083510398864746
"[0.5712959979940783, 0]",0,0.5712959979940783,1711818879.611218,1711818879.691608,0.08038997650146484
"[0.5776641489634787, 0]",0,0.5776641489634787,1711818879.746118,1711818879.8266828,0.08056473731994629
"[0.5729003433997553, 0]",0,0.5729003433997553,1711818879.8807182,1711818879.9621243,0.0814061164855957
"[0.5716088498538155, 0]",0,0.5716088498538155,1711818880.0766695,1711818880.159201,0.08253145217895508
"[0.5711206063944813, 0]",0,0.5711206063944813,1711818880.213744,1711818880.2942529,0.08050894737243652
"[0.5696265358504511, 0]",0,0.5696265358504511,1711818880.3491998,1711818880.4294546,0.08025479316711426
"[0.567626281254816, 0]",0,0.567626281254816,1711818880.5310435,1711818880.6119256,0.08088207244873047
"[0.5678442013927766, 0]",0,0.5678442013927766,1711818880.6940374,1711818880.776074,0.08203649520874023
"[0.5744227382745889, 0]",0,0.5744227382745889,1711818880.8325975,1711818880.9135,0.0809025764465332
"[0.5721496686451839, 0]",0,0.5721496686451839,1711818880.9775174,1711818881.061064,0.08354663848876953
"[0.566926648740681, 0]",0,0.566926648740681,1711818881.1263216,1711818881.206874,0.08055233955383301
"[0.5778003287822243, 0]",0,0.5778003287822243,1711818881.2609062,1711818881.3437378,0.08283162117004395
"[0.5727747107634289, 0]",0,0.5727747107634289,1711818881.4467578,1711818881.526315,0.07955718040466309
"[0.5719115988325658, 0]",0,0.5719115988325658,1711818881.5793257,1711818881.6610208,0.0816950798034668
"[0.570219983954618, 0]",0,0.570219983954618,1711818881.7156985,1711818881.795548,0.0798494815826416
"[0.5858154738018858, 0]",0,0.5858154738018858,1711818881.9091225,1711818881.9897127,0.08059024810791016
"[0.5725508643482847, 0]",0,0.5725508643482847,1711818882.0426915,1711818882.1222296,0.07953810691833496
"[0.576582009905734, 0]",0,0.576582009905734,1711818882.1762567,1711818882.2577956,0.08153891563415527
"[0.5712211019132848, 0]",0,0.5712211019132848,1711818882.356201,1711818882.436577,0.08037614822387695
