distance,linear_encoder_position,measurement_delta,linear_encoder_timestamp,distance_timestamp,measurement_time_delta
"[0, 0]",12,12,1711822274.7339442,1711822274.8172672,0.08332300186157227
"[0, 0]",124,124,1711822275.0787594,1711822275.1572826,0.07852315902709961
"[0, 0]",1247,1247,1711822275.2154965,1711822275.3071017,0.09160518646240234
"[0, 0]",12471,12471,1711822275.365629,1711822275.4454436,0.07981467247009277
"[0, 0]",12471,12471,1711822275.4989061,1711822275.641776,0.1428699493408203
"[0, 0]",1,1,1711822275.6957831,1711822275.7739687,0.0781855583190918
"[0, 0]",12,12,1711822275.8295264,1711822275.9085562,0.07902979850769043
"[0, 0]",1247,1247,1711822276.0977244,1711822276.177939,0.0802145004272461
"[0, 0]",12471,12471,1711822276.2303572,1711822276.3098538,0.07949662208557129
"[0, 0]",12471,12471,1711822276.3626363,1711822276.4424975,0.07986116409301758
"[0, 0]",1,1,1711822276.554463,1711822276.6339943,0.07953143119812012
"[0, 0]",12,12,1711822276.6860456,1711822276.763184,0.07713842391967773
"[0, 0]",124,124,1711822276.8128028,1711822276.8913734,0.07857060432434082
"[0, 0]",12471,12471,1711822277.010396,1711822277.0893893,0.07899332046508789
"[0, 0]",12471,12471,1711822277.1396554,1711822277.2186892,0.07903385162353516
"[0, 0]",12471,12471,1711822277.270245,1711822277.3507547,0.08050966262817383
"[0, 0]",12,12,1711822277.465451,1711822277.5442314,0.0787804126739502
"[0, 0]",124,124,1711822277.595943,1711822277.674244,0.07830095291137695
"[0, 0]",1247,1247,1711822277.7246532,1711822277.8036873,0.07903409004211426
"[0, 0]",12471,12471,1711822277.9216151,1711822278.0007243,0.07910919189453125
"[0, 0]",12471,12471,1711822278.0527878,1711822278.1336772,0.08088946342468262
"[0, 0]",1,1,1711822278.1846678,1711822278.2642493,0.07958149909973145
"[0, 0]",124,124,1711822278.3779194,1711822278.4561474,0.07822799682617188
"[0, 0]",1247,1247,1711822278.506252,1711822278.5840209,0.07776880264282227
"[0, 0]",12471,12471,1711822278.6360922,1711822278.7164586,0.08036637306213379
"[0, 0]",12471,12471,1711822278.834236,1711822278.9120796,0.07784366607666016
"[0, 0]",1,1,1711822278.9622836,1711822279.041493,0.0792093276977539
"[0, 0]",12,12,1711822279.0919936,1711822279.1717927,0.07979917526245117
"[0, 0]",1247,1247,1711822279.291291,1711822279.3698902,0.07859921455383301
"[0, 0]",12471,12471,1711822279.4314573,1711822279.5094748,0.0780174732208252
"[0, 0]",12471,12471,1711822279.5620568,1711822279.6395938,0.07753705978393555
"[0, 0]",1,1,1711822279.7511883,1711822279.829785,0.07859683036804199
"[0, 0]",12,12,1711822279.8821864,1711822279.9647665,0.0825800895690918
"[0, 0]",124,124,1711822280.01581,1711822280.0953605,0.07955050468444824
"[0, 0]",12471,12471,1711822280.2050211,1711822280.2851846,0.08016347885131836
"[0, 0]",12471,12471,1711822280.3369892,1711822280.4193852,0.08239603042602539
"[0, 0]",12,12,1711822280.6615844,1711822280.7441556,0.08257126808166504
"[0, 0]",124,124,1711822280.7959702,1711822280.8753767,0.0794064998626709
"[0, 0]",1247,1247,1711822280.927437,1711822281.0059881,0.07855105400085449
"[0, 0]",12471,12471,1711822281.1222613,1711822281.2013488,0.07908749580383301
"[0, 0]",12471,12471,1711822281.2539327,1711822281.3326693,0.07873654365539551
"[0, 0]",1,1,1711822281.3826876,1711822281.4632614,0.08057379722595215
"[0, 0]",124,124,1711822281.57832,1711822281.6558356,0.0775156021118164
"[0, 0]",1247,1247,1711822281.7079937,1711822281.7887402,0.08074641227722168
"[0, 0]",12471,12471,1711822281.841723,1711822281.9229956,0.08127260208129883
"[0, 0]",12471,12471,1711822282.0335379,1711822282.1137092,0.08017134666442871
"[0, 0]",1,1,1711822282.166308,1711822282.2473066,0.08099865913391113
"[0, 0]",12,12,1711822282.2993333,1711822282.3798647,0.08053135871887207
"[0, 0]",1247,1247,1711822282.491151,1711822282.5723193,0.08116817474365234
"[0, 0]",12471,12471,1711822282.62531,1711822282.704885,0.0795750617980957
"[0, 0]",12471,12471,1711822282.7567818,1711822282.8349888,0.07820701599121094
"[0, 0]",1,1,1711822282.9719613,1711822283.0514925,0.07953119277954102
"[0, 0]",12,12,1711822283.1024985,1711822283.182219,0.07972049713134766
"[0, 0]",124,124,1711822283.2309413,1711822283.310508,0.07956671714782715
"[0, 0]",12471,12471,1711822283.4045203,1711822283.4833262,0.07880592346191406
"[0, 0]",12471,12471,1711822283.5328972,1711822283.610932,0.07803487777709961
"[0, 0]",12471,12471,1711822283.66148,1711822283.7420444,0.08056449890136719
"[0, 0]",12,12,1711822283.8614125,1711822283.9402926,0.07888007164001465
"[0, 0]",124,124,1711822283.9922988,1711822284.0708559,0.07855701446533203
"[0, 0]",1247,1247,1711822284.1248932,1711822284.2036834,0.07879018783569336
"[0, 0]",12471,12471,1711822284.3167605,1711822284.3972986,0.08053803443908691
"[0, 0]",12471,12471,1711822284.4488754,1711822284.5269232,0.0780477523803711
"[0, 0]",1,1,1711822284.5772471,1711822284.6558347,0.07858753204345703
"[0, 0]",124,124,1711822284.7717505,1711822284.8513112,0.07956075668334961
"[0, 0]",1247,1247,1711822284.9013476,1711822284.9805982,0.07925057411193848
"[0, 0]",12471,12471,1711822285.029612,1711822285.1101573,0.08054518699645996
"[0, 0]",12471,12471,1711822285.2302222,1711822285.308053,0.07783079147338867
"[0, 0]",1,1,1711822285.3599458,1711822285.4382203,0.07827448844909668
"[0, 0]",12,12,1711822285.4912393,1711822285.5700076,0.07876825332641602
"[0, 0]",1247,1247,1711822285.6851206,1711822285.7696588,0.08453822135925293
"[0, 0]",12471,12471,1711822285.826897,1711822285.9115195,0.08462262153625488
"[0, 0]",12471,12471,1711822285.9657118,1711822286.0514996,0.08578777313232422
"[0, 0]",1,1,1711822286.1427758,1711822286.223787,0.08101129531860352
"[0, 0]",12,12,1711822286.2766135,1711822286.355667,0.07905364036560059
"[0, 0]",124,124,1711822286.4104078,1711822286.4889872,0.07857942581176758
"[0, 0]",12471,12471,1711822286.6025374,1711822286.6841404,0.0816030502319336
"[0, 0]",12471,12471,1711822286.7376459,1711822286.8153992,0.07775330543518066
"[0, 0]",12471,12471,1711822286.8683503,1711822286.9472065,0.07885622978210449
"[0, 0]",12,12,1711822287.0894313,1711822287.172045,0.08261370658874512
"[0, 0]",124,124,1711822287.224141,1711822287.3036957,0.07955479621887207
"[0, 0]",1247,1247,1711822287.35629,1711822287.4370124,0.08072233200073242
"[0, 0]",12471,12471,1711822287.5123248,1711822287.5909019,0.07857704162597656
"[0, 0]",12471,12471,1711822287.6434896,1711822287.72251,0.07902050018310547
"[0, 0]",1,1,1711822287.774494,1711822287.8552368,0.08074283599853516
"[0, 0]",124,124,1711822287.9681165,1711822288.0474043,0.07928776741027832
"[0, 0]",1247,1247,1711822288.1025233,1711822288.181133,0.07860970497131348
"[0, 0]",12471,12471,1711822288.2339315,1711822288.3137436,0.07981204986572266
"[0, 0]",12471,12471,1711822288.4273703,1711822288.5099256,0.08255529403686523
"[0, 0]",1,1,1711822288.5630515,1711822288.6411622,0.0781106948852539
"[0, 0]",12,12,1711822288.6931741,1711822288.7713003,0.07812619209289551
"[0, 0]",1247,1247,1711822288.8851767,1711822288.9642992,0.07912254333496094
"[0, 0]",12471,12471,1711822289.0173037,1711822289.096434,0.07913041114807129
"[0, 0]",12471,12471,1711822289.1505718,1711822289.2296069,0.07903504371643066
"[0, 0]",1,1,1711822289.3479826,1711822289.4280214,0.08003878593444824
"[0, 0]",12,12,1711822289.480578,1711822289.5622282,0.0816502571105957
"[0, 0]",124,124,1711822289.6142514,1711822289.6931665,0.07891511917114258
"[0, 0]",12471,12471,1711822289.7989438,1711822289.8795257,0.0805819034576416
"[0, 0]",12471,12471,1711822289.9365618,1711822290.0181448,0.08158302307128906
"[0, 0]",12471,12471,1711822290.0679374,1711822290.1485038,0.08056640625
"[0, 0]",12,12,1711822290.257417,1711822290.337445,0.08002805709838867
"[0, 0]",124,124,1711822290.3910046,1711822290.4715614,0.08055686950683594
"[0, 0]",1247,1247,1711822290.5235858,1711822290.6071668,0.08358097076416016
"[0, 0]",12471,12471,1711822290.7942827,1711822290.875949,0.08166623115539551
"[0, 0]",1,1,1711822290.9309845,1711822291.0198226,0.08883810043334961
"[0, 0]",12,12,1711822291.0857131,1711822291.1685724,0.08285927772521973
"[0, 0]",1247,1247,1711822291.258618,1711822291.341619,0.08300089836120605
"[0, 0]",12471,12471,1711822291.4772296,1711822291.5628068,0.08557724952697754
"[0, 0]",1,1,1711822291.6252134,1711822291.7085152,0.08330178260803223
"[0, 0]",12,12,1711822291.762384,1711822291.8417962,0.07941222190856934
"[0, 0]",124,124,1711822291.8959308,1711822291.9738986,0.07796788215637207
"[0, 0]",12471,12471,1711822292.0854936,1711822292.1647997,0.07930612564086914
"[0, 0]",12470,12470,1711822292.2213998,1711822292.3015904,0.08019065856933594
"[0, 0]",12470,12470,1711822292.3545191,1711822292.4350467,0.08052754402160645
"[0, 0]",12,12,1711822292.5422525,1711822292.622573,0.08032035827636719
"[0, 0]",124,124,1711822292.6782186,1711822292.7572613,0.07904267311096191
"[0, 0]",1233,1233,1711822292.8098786,1711822292.8898413,0.07996273040771484
"[0, 0]",12178,12178,1711822292.9975657,1711822293.0818624,0.08429670333862305
"[0, 0]",12106,12106,1711822293.1358106,1711822293.2140367,0.07822608947753906
"[0, 0]",1,1,1711822293.269023,1711822293.347434,0.07841110229492188
"[0, 0]",118,118,1711822293.4584188,1711822293.537639,0.07922005653381348
"[0, 0]",1178,1178,1711822293.5936546,1711822293.6729827,0.07932806015014648
"[0, 0]",11612,11612,1711822293.9136677,1711822293.9914076,0.07773995399475098
"[0, 0]",1,1,1711822294.0486243,1711822294.1342478,0.08562350273132324
"[0, 0]",11,11,1711822294.185077,1711822294.265014,0.07993698120117188
"[0, 0]",1133,1133,1711822294.3689244,1711822294.448562,0.07963752746582031
"[0, 0]",11280,11280,1711822294.4997504,1711822294.5795205,0.07977008819580078
"[0, 0]",11227,11227,1711822294.6337285,1711822294.7141035,0.08037495613098145
"[0, 0]",1,1,1711822294.824756,1711822294.902882,0.07812619209289551
"[0, 0]",11,11,1711822294.9579046,1711822295.037433,0.0795283317565918
"[0, 0]",109,109,1711822295.091045,1711822295.1696856,0.07864069938659668
"[0, 0]",10878,10878,1711822295.2808435,1711822295.3601189,0.07927536964416504
"[0, 0]",10830,10830,1711822295.4415636,1711822295.5189695,0.07740592956542969
"[0, 0]",10784,10784,1711822295.5721767,1711822295.6512825,0.07910585403442383
"[0, 0]",10,10,1711822295.7366958,1711822295.818822,0.08212614059448242
"[0, 0]",105,105,1711822295.8705378,1711822295.950667,0.08012914657592773
"[0, 0]",1052,1052,1711822296.0031443,1711822296.0847075,0.08156323432922363
"[0, 0]",10425,10425,1711822296.2026865,1711822296.2815516,0.07886505126953125
"[0, 0]",10369,10369,1711822296.3360317,1711822296.4221117,0.08608007431030273
"[0, 0]",1,1,1711822296.4778743,1711822296.5573604,0.07948613166809082
"[0, 0]",101,101,1711822296.6524715,1711822296.7351995,0.08272790908813477
"[0, 0]",1010,1010,1711822296.7865112,1711822296.8653612,0.07885003089904785
"[0, 0]",10048,10048,1711822296.9189692,1711822296.99663,0.07766079902648926
"[0, 0]",98,98,1711822297.1090214,1711822297.1885023,0.07948088645935059
"[0, 0]",9810,9810,1711822297.242796,1711822297.3209815,0.0781855583190918
"[0, 0]",9750,9750,1711822297.3733678,1711822297.4531312,0.07976341247558594
"[0, 0]",9576,9576,1711822297.565742,1711822297.645777,0.08003497123718262
