distance,linear_encoder_position,measurement_delta,linear_encoder_timestamp,distance_timestamp,measurement_time_delta
"[0, 0]",0,0,1711821566.1577241,1711821566.2383068,0.0805826187133789
"[0, 0]",0,0,1711821566.510842,1711821566.5934076,0.0825655460357666
"[0, 0]",0,0,1711821566.6524367,1711821566.7320108,0.0795741081237793
"[0, 0]",0,0,1711821566.7915552,1711821566.8722913,0.08073616027832031
"[0, 0]",0,0,1711821567.1487799,1711821567.2268112,0.07803130149841309
"[0, 0]",0,0,1711821567.2798476,1711821567.3604176,0.08056998252868652
"[0, 0]",0,0,1711821567.4139886,1711821567.4945705,0.0805819034576416
"[0, 0]",0,0,1711821567.555511,1711821567.6391456,0.08363461494445801
"[0, 0]",0,0,1711821567.705325,1711821567.7865343,0.08120942115783691
"[0, 0]",0,0,1711821567.8400762,1711821567.9206452,0.08056902885437012
"[0, 0]",0,0,1711821567.994035,1711821568.0733087,0.07927370071411133
"[0, 0]",0,0,1711821568.1248462,1711821568.2116048,0.08675861358642578
"[0, 0]",0,0,1711821568.2685487,1711821568.3498404,0.08129167556762695
"[0, 0]",0,0,1711821568.4433994,1711821568.5229654,0.07956600189208984
"[0, 0]",0,0,1711821568.5734057,1711821568.6529477,0.07954192161560059
"[0, 0]",0,0,1711821568.7054894,1711821568.7844987,0.0790092945098877
"[0, 0]",0,0,1711821568.8935533,1711821568.9735715,0.08001828193664551
"[0, 0]",0,0,1711821569.0270958,1711821569.1075122,0.08041644096374512
"[0, 0]",0,0,1711821569.1590936,1711821569.2384632,0.07936954498291016
"[0, 0]",0,0,1711821569.3494425,1711821569.4300067,0.08056426048278809
"[0, 0]",0,0,1711821569.4820344,1711821569.5637357,0.08170127868652344
"[0, 0]",0,0,1711821569.6157088,1711821569.6954618,0.07975292205810547
"[0.3249249598591515, 0]",0,0.3249249598591515,1711821569.8045273,1711821569.8852355,0.08070826530456543
"[0, 0]",0,0,1711821569.9403262,1711821570.0192826,0.07895636558532715
"[0, 0]",0,0,1711821570.073903,1711821570.1525095,0.07860636711120605
"[0, 0]",0,0,1711821570.2866235,1711821570.368094,0.08147048950195312
"[0, 0]",0,0,1711821570.417296,1711821570.4966962,0.07940030097961426
"[0.2544904997204682, 0]",0,0.2544904997204682,1711821570.5487077,1711821570.6272721,0.07856440544128418
"[0, 0]",0,0,1711821570.7189486,1711821570.7981968,0.07924818992614746
"[0, 0]",0,0,1711821570.8496714,1711821570.9290957,0.07942438125610352
"[0, 0]",0,0,1711821570.9804263,1711821571.061606,0.08117961883544922
"[0, 0]",0,0,1711821571.1750405,1711821571.254942,0.07990145683288574
"[0, 0]",0,0,1711821571.305539,1711821571.3845792,0.0790402889251709
"[0, 0]",0,0,1711821571.436141,1711821571.5157168,0.07957577705383301
"[0, 0]",0,0,1711821571.6312883,1711821571.7092707,0.07798242568969727
"[0, 0]",0,0,1711821571.7613134,1711821571.840485,0.07917165756225586
"[0, 0]",0,0,1711821571.8918052,1711821571.9725602,0.08075499534606934
"[0, 0]",0,0,1711821572.0868733,1711821572.1714134,0.08454012870788574
"[0, 0]",0,0,1711821572.2219384,1711821572.3006396,0.07870125770568848
"[0, 0]",0,0,1711821572.3556728,1711821572.4352615,0.07958865165710449
"[0, 0]",0,0,1711821572.5458283,1711821572.6246428,0.07881450653076172
"[0, 0]",0,0,1711821572.755304,1711821572.8368175,0.0815134048461914
"[0, 0]",0,0,1711821573.0019455,1711821573.0814404,0.07949495315551758
"[0, 0]",0,0,1711821573.1340086,1711821573.2128487,0.07884001731872559
"[0, 0]",0,0,1711821573.2698493,1711821573.3514943,0.08164501190185547
"[0, 0]",0,0,1711821573.4579337,1711821573.5479238,0.08999013900756836
"[0, 0]",0,0,1711821573.6166818,1711821573.6982107,0.08152890205383301
"[0, 0]",0,0,1711821573.752237,1711821573.832465,0.08022785186767578
"[0, 0]",0,0,1711821573.9127984,1711821573.9912157,0.07841730117797852
"[0, 0]",0,0,1711821574.0440133,1711821574.1229959,0.07898259162902832
"[0, 0]",0,0,1711821574.1773777,1711821574.2585387,0.0811610221862793
"[0, 0]",0,0,1711821574.3698463,1711821574.4514425,0.08159613609313965
"[0, 0]",0,0,1711821574.5819616,1711821574.6641421,0.08218050003051758
"[0, 0]",0,0,1711821574.8265028,1711821574.908027,0.08152413368225098
"[0, 0]",0,0,1711821574.9600549,1711821575.040561,0.0805060863494873
"[0, 0]",0,0,1711821575.0945914,1711821575.1741161,0.07952475547790527
"[0, 0]",0,0,1711821575.2827623,1711821575.362645,0.07988262176513672
"[0, 0]",0,0,1711821575.4169645,1711821575.4959667,0.07900214195251465
"[0.1289783781546611, 0]",0,0.1289783781546611,1711821575.54675,1711821575.6265051,0.07975506782531738
"[0, 0]",0,0,1711821575.7402372,1711821575.8191326,0.07889533042907715
"[0, 0]",0,0,1711821575.8710756,1711821575.9522643,0.08118867874145508
"[0, 0]",0,0,1711821576.004815,1711821576.0842938,0.07947874069213867
"[0, 0]",0,0,1711821576.1962981,1711821576.275719,0.07942080497741699
"[0.2740590678453794, 0]",0,0.2740590678453794,1711821576.3296554,1711821576.4117322,0.0820767879486084
"[0.23851392423775353, 0]",0,0.23851392423775353,1711821576.4659195,1711821576.5514667,0.08554720878601074
"[0, 0]",0,0,1711821576.6527617,1711821576.7328458,0.08008408546447754
"[0, 0]",0,0,1711821576.78827,1711821576.8667958,0.07852578163146973
"[0, 0]",0,0,1711821576.9188077,1711821577.0013633,0.08255553245544434
"[0, 0]",0,0,1711821577.117956,1711821577.1990023,0.08104634284973145
"[0, 0]",0,0,1711821577.2536368,1711821577.3341627,0.08052587509155273
"[0, 0]",0,0,1711821577.387201,1711821577.4657636,0.07856249809265137
"[0, 0]",0,0,1711821577.5756378,1711821577.655205,0.07956719398498535
"[0, 0]",0,0,1711821577.707407,1711821577.786458,0.07905101776123047
"[0, 0]",0,0,1711821577.840999,1711821577.9215937,0.08059477806091309
"[0.28596781780069325, 0]",0,0.28596781780069325,1711821578.038454,1711821578.1194391,0.08098506927490234
"[0.21249896917995484, 0]",0,0.21249896917995484,1711821578.1714706,1711821578.2510579,0.07958722114562988
"[0.2124989676713765, 0]",0,0.2124989676713765,1711821578.3045664,1711821578.384592,0.08002567291259766
"[0, 0]",0,0,1711821578.4919827,1711821578.5720758,0.0800931453704834
"[0, 0]",0,0,1711821578.6550112,1711821578.7355773,0.0805661678314209
"[0, 0]",0,0,1711821578.7886233,1711821578.8708613,0.08223795890808105
"[0, 0]",0,0,1711821578.935274,1711821579.0165517,0.08127784729003906
"[0, 0]",0,0,1711821579.070606,1711821579.1481364,0.0775303840637207
"[0, 0]",0,0,1711821579.2016764,1711821579.2807045,0.07902812957763672
"[0, 0]",0,0,1711821579.3952913,1711821579.475285,0.07999372482299805
"[0, 0]",0,0,1711821579.528857,1711821579.607417,0.07856011390686035
"[0, 0]",0,0,1711821579.6604414,1711821579.7389822,0.07854080200195312
"[0, 0]",0,0,1711821579.8527246,1711821579.9333594,0.08063483238220215
"[0, 0]",0,0,1711821579.9874356,1711821580.0669477,0.07951211929321289
"[0, 0]",0,0,1711821580.1171196,1711821580.196919,0.07979941368103027
"[0, 0]",0,0,1711821580.310844,1711821580.391126,0.08028197288513184
"[0, 0]",0,0,1711821580.4460514,1711821580.5256338,0.07958245277404785
"[0, 0]",0,0,1711821580.5766504,1711821580.6552362,0.07858586311340332
"[0.18243334291369095, 0]",0,0.18243334291369095,1711821580.7718136,1711821580.8544106,0.08259701728820801
"[0.15683923275860095, 0]",0,0.15683923275860095,1711821580.914927,1711821580.9959342,0.08100724220275879
"[0.17808843969962762, 0]",0,0.17808843969962762,1711821581.0490465,1711821581.1288226,0.07977604866027832
"[-0.4234394383477488, 0]",0,0.4234394383477488,1711821581.241122,1711821581.3219929,0.0808708667755127
"[0.2684711268593449, 0]",0,0.2684711268593449,1711821581.374577,1711821581.4553587,0.08078169822692871
"[0.11445251447120719, 0]",0,0.11445251447120719,1711821581.509055,1711821581.5885885,0.07953357696533203
"[0.21569914140252233, 0]",0,0.21569914140252233,1711821581.7129,1711821581.7934477,0.08054780960083008
"[0.21238317227235562, 0]",0,0.21238317227235562,1711821581.8470833,1711821581.9263065,0.0792231559753418
"[0.20955624746194296, 0]",0,0.20955624746194296,1711821581.9799864,1711821582.060529,0.08054256439208984
"[0.21100044064752976, 0]",0,0.21100044064752976,1711821582.137523,1711821582.2168515,0.07932853698730469
"[0.22225012027133118, 0]",0,0.22225012027133118,1711821582.2688406,1711821582.3473344,0.07849383354187012
"[0.2130969116426288, 0]",0,0.2130969116426288,1711821582.3996859,1711821582.479462,0.07977604866027832
"[0.23369296866136227, 0]",0,0.23369296866136227,1711821582.5917635,1711821582.671313,0.07954955101013184
"[0.21249881591001665, 0]",0,0.21249881591001665,1711821582.723883,1711821582.8029232,0.0790402889251709
"[0.4435779249965627, 0]",0,0.4435779249965627,1711821582.854437,1711821582.9359884,0.08155131340026855
"[0.21249875809791283, 0]",0,0.21249875809791283,1711821583.048302,1711821583.1308856,0.08258366584777832
"[0.25421289845045425, 0]",0,0.25421289845045425,1711821583.1819026,1711821583.2614925,0.07958984375
"[0.23962586520792314, 0]",0,0.23962586520792314,1711821583.315055,1711821583.3940618,0.07900691032409668
"[0.4563030113026246, 0]",0,0.4563030113026246,1711821583.5132935,1711821583.5953193,0.08202576637268066
"[0.15084422169880982, 0]",0,0.15084422169880982,1711821583.651843,1711821583.7418227,0.08997964859008789
"[0.13714902633296397, 0]",0,0.13714902633296397,1711821583.7941675,1711821583.8737264,0.0795588493347168
"[-0.048602818648137425, 0]",0,0.048602818648137425,1711821583.961032,1711821584.0439234,0.08289146423339844
"[0.13354568689334645, 0]",0,0.13354568689334645,1711821584.1073081,1711821584.1907308,0.08342266082763672
"[-0.47090635988105933, 0]",0,0.47090635988105933,1711821584.2438128,1711821584.3255603,0.08174753189086914
"[0.2971859161660426, 0]",0,0.2971859161660426,1711821584.4269464,1711821584.505815,0.07886862754821777
"[0.2802216203620695, 0]",0,0.2802216203620695,1711821584.558375,1711821584.6369116,0.0785367488861084
"[0.47551973407311937, 0]",0,0.47551973407311937,1711821584.6923509,1711821584.7708778,0.07852697372436523
"[0.23408726404285468, 0]",0,0.23408726404285468,1711821584.8827636,1711821584.9629555,0.08019185066223145
"[0.2124986727909804, 0]",0,0.2124986727909804,1711821585.0177562,1711821585.0968823,0.07912611961364746
"[0.2492206067970238, 0]",0,0.2492206067970238,1711821585.1504056,1711821585.229916,0.07951045036315918
"[0.24571569835787593, 0]",0,0.24571569835787593,1711821585.345619,1711821585.427149,0.08153009414672852
"[0.2501719472732657, 0]",0,0.2501719472732657,1711821585.4791598,1711821585.5587316,0.07957172393798828
"[0.2424986986858681, 0]",0,0.2424986986858681,1711821585.6123025,1711821585.6913192,0.07901668548583984
"[0.25808120141222407, 0]",0,0.25808120141222407,1711821585.798919,1711821585.8784757,0.07955670356750488
"[0.26382631291351005, 0]",0,0.26382631291351005,1711821585.9329867,1711821586.0136588,0.08067202568054199
"[0, 0]",0,0,1711821586.0637248,1711821586.1432936,0.07956886291503906
"[0, 0]",0,0,1711821586.252075,1711821586.3326366,0.08056163787841797
"[0, 0]",0,0,1711821586.384664,1711821586.4632332,0.07856917381286621
"[0, 0]",0,0,1711821586.5148206,1711821586.5938957,0.07907509803771973
"[0, 0]",0,0,1711821586.7330353,1711821586.8125598,0.07952451705932617
"[0, 0]",0,0,1711821586.8645859,1711821586.9441473,0.07956147193908691
"[0, 0]",0,0,1711821587.0009942,1711821587.0805187,0.07952451705932617
"[0.30597117433954374, 0]",0,0.30597117433954374,1711821587.1589248,1711821587.2377,0.07877516746520996
"[0.3038319487933249, 0]",0,0.3038319487933249,1711821587.2901475,1711821587.3730483,0.0829007625579834
"[0, 0]",0,0,1711821587.430636,1711821587.511207,0.08057117462158203
"[0.3048480621270692, 0]",0,0.3048480621270692,1711821587.6144557,1711821587.6934295,0.07897377014160156
"[0, 0]",0,0,1711821587.7467837,1711821587.8263483,0.07956457138061523
"[0, 0]",0,0,1711821587.8780668,1711821587.9585922,0.08052539825439453
"[0.286441399180455, 0]",0,0.286441399180455,1711821588.0711746,1711821588.1506948,0.07952022552490234
"[0, 0]",0,0,1711821588.2043812,1711821588.282957,0.07857584953308105
"[0, 0]",0,0,1711821588.3369021,1711821588.4165018,0.07959961891174316
"[0, 0]",0,0,1711821588.5310645,1711821588.6099918,0.07892727851867676
"[0, 0]",0,0,1711821588.6636705,1711821588.742621,0.07895040512084961
"[0, 0]",0,0,1711821588.7952247,1711821588.874793,0.07956838607788086
"[0, 0]",0,0,1711821588.9906456,1711821589.0728273,0.08218169212341309
"[0, 0]",0,0,1711821589.1253452,1711821589.2053492,0.08000397682189941
"[0, 0]",0,0,1711821589.2601597,1711821589.3437352,0.08357548713684082
"[0, 0]",0,0,1711821589.4596074,1711821589.543356,0.08374857902526855
"[0, 0]",0,0,1711821589.6033392,1711821589.6840081,0.08066892623901367
"[0, 0]",0,0,1711821589.7368448,1711821589.8156114,0.0787665843963623
"[0, 0]",0,0,1711821589.898876,1711821589.977385,0.07850909233093262
"[0.3837071062421569, 0]",0,0.3837071062421569,1711821590.0330715,1711821590.1120973,0.0790257453918457
"[0, 0]",0,0,1711821590.1663017,1711821590.250814,0.08451223373413086
"[0.3756354157920833, 0]",0,0.3756354157920833,1711821590.367383,1711821590.4471445,0.07976150512695312
"[0.3818884442670043, 0]",0,0.3818884442670043,1711821590.50017,1711821590.5797248,0.07955479621887207
"[0.39665107121539217, 0]",0,0.39665107121539217,1711821590.6352422,1711821590.7142618,0.07901954650878906
"[0.40406271187131887, 0]",0,0.40406271187131887,1711821590.8481755,1711821590.9285967,0.08042120933532715
"[0, 0]",0,0,1711821590.9806101,1711821591.0612686,0.0806584358215332
"[0, 0]",0,0,1711821591.1143236,1711821591.1938882,0.07956457138061523
"[0, 0]",0,0,1711821591.2689319,1711821591.3485806,0.07964873313903809
"[0, 0]",0,0,1711821591.403027,1711821591.482103,0.07907605171203613
"[0, 0]",0,0,1711821591.533122,1711821591.6121724,0.07905030250549316
"[0, 0]",0,0,1711821591.7267663,1711821591.8082445,0.08147811889648438
"[0, 0]",0,0,1711821591.8632874,1711821591.942665,0.07937765121459961
"[0, 0]",0,0,1711821591.9957266,1711821592.07657,0.08084344863891602
"[0.35749786763468205, 0]",0,0.35749786763468205,1711821592.1893766,1711821592.2693107,0.07993412017822266
"[0, 0]",0,0,1711821592.3195448,1711821592.4000435,0.08049869537353516
"[0.35749807685575435, 0]",0,0.35749807685575435,1711821592.4526114,1711821592.530197,0.07758545875549316
"[0, 0]",0,0,1711821592.6418495,1711821592.722015,0.08016538619995117
"[0.4412719665297102, 0]",0,0.4412719665297102,1711821592.7740376,1711821592.8531098,0.07907223701477051
"[0, 0]",0,0,1711821592.9071271,1711821592.9857104,0.0785832405090332
"[0.34910971444057787, 0]",0,0.34910971444057787,1711821593.0978339,1711821593.175949,0.07811522483825684
"[0.3489152264764854, 0]",0,0.3489152264764854,1711821593.229525,1711821593.3075707,0.07804560661315918
"[0.3459426222032422, 0]",0,0.3459426222032422,1711821593.3591297,1711821593.4382849,0.07915520668029785
"[0.3529769965249906, 0]",0,0.3529769965249906,1711821593.5522585,1711821593.630983,0.07872462272644043
"[0.3474978360837018, 0]",0,0.3474978360837018,1711821593.6829877,1711821593.7615623,0.07857465744018555
"[0.33138787188748786, 0]",0,0.33138787188748786,1711821593.8135989,1711821593.894155,0.08055615425109863
"[0.33974166833608366, 0]",0,0.33974166833608366,1711821594.0093675,1711821594.092921,0.08355355262756348
"[0.3372545237366703, 0]",0,0.3372545237366703,1711821594.1447759,1711821594.2243454,0.07956957817077637
"[0.3391509798936944, 0]",0,0.3391509798936944,1711821594.277357,1711821594.3559382,0.07858109474182129
"[0, 0]",0,0,1711821594.4664335,1711821594.5463378,0.07990431785583496
"[0, 0]",0,0,1711821594.602553,1711821594.6901057,0.08755278587341309
"[0, 0]",0,0,1711821594.7746286,1711821594.8554077,0.0807790756225586
"[0, 0]",0,0,1711821594.9437716,1711821595.0273244,0.08355283737182617
"[0.3465801772334267, 0]",0,0.3465801772334267,1711821595.086852,1711821595.166382,0.07953000068664551
"[0, 0]",0,0,1711821595.2206776,1711821595.3085413,0.08786368370056152
"[0.3233689876814363, 0]",0,0.3233689876814363,1711821595.4045866,1711821595.5258212,0.12123465538024902
"[0.317886444305149, 0]",0,0.317886444305149,1711821595.5980277,1711821595.6933036,0.09527587890625
"[0.3144046587877866, 0]",0,0.3144046587877866,1711821595.8418732,1711821595.935524,0.09365081787109375
"[0.316350437064362, 0]",0,0.316350437064362,1711821595.9983644,1711821596.0970087,0.09864425659179688
"[0.31784352499856944, 0]",0,0.31784352499856944,1711821596.162071,1711821596.2562149,0.09414386749267578
"[0.3334756462085291, 0]",0,0.3334756462085291,1711821596.3428128,1711821596.4436238,0.10081100463867188
"[0, 0]",0,0,1711821596.5092456,1711821596.5923216,0.08307600021362305
"[0, 0]",0,0,1711821596.7410164,1711821596.8216763,0.08065986633300781
"[0, 0]",0,0,1711821596.875648,1711821596.9593463,0.08369827270507812
"[0, 0]",0,0,1711821597.0127196,1711821597.0952554,0.0825357437133789
"[0.3193314471913319, 0]",0,0.3193314471913319,1711821597.1972685,1711821597.2798934,0.08262491226196289
"[0.3273539755262247, 0]",0,0.3273539755262247,1711821597.3383036,1711821597.4175773,0.07927370071411133
"[0.3599484138092697, 0]",0,0.3599484138092697,1711821597.4735613,1711821597.5536246,0.0800633430480957
"[0.32187066410326404, 0]",0,0.32187066410326404,1711821597.6722991,1711821597.7531369,0.08083772659301758
"[0.31813169805570735, 0]",0,0.31813169805570735,1711821597.8869715,1711821597.9685323,0.08156085014343262
"[0.32346528874297914, 0]",0,0.32346528874297914,1711821598.111938,1711821598.1954632,0.08352518081665039
"[0.32437409159800296, 0]",0,0.32437409159800296,1711821598.2474525,1711821598.3344717,0.08701920509338379
"[0.32473017121600734, 0]",0,0.32473017121600734,1711821598.3927083,1711821598.4772344,0.08452606201171875
"[0.33905017925663344, 0]",0,0.33905017925663344,1711821598.5676293,1711821598.6505876,0.08295822143554688
"[0.3328203803645362, 0]",0,0.3328203803645362,1711821598.7074404,1711821598.7881203,0.08067989349365234
"[0.3331397333344036, 0]",0,0.3331397333344036,1711821598.8395295,1711821598.9216583,0.08212876319885254
"[0.3471978717138721, 0]",0,0.3471978717138721,1711821599.1171525,1711821599.200823,0.08367061614990234
"[0.35189109839471355, 0]",0,0.35189109839471355,1711821599.252681,1711821599.3428137,0.0901327133178711
"[0.3377392977664364, 0]",0,0.3377392977664364,1711821599.4335804,1711821599.5127833,0.07920289039611816
"[0.3526085930116159, 0]",0,0.3526085930116159,1711821599.5668857,1711821599.647669,0.08078336715698242
"[0.35977937833056367, 0]",0,0.35977937833056367,1711821599.7019823,1711821599.7826586,0.08067631721496582
"[0.38842985636523225, 0]",0,0.38842985636523225,1711821599.9359684,1711821600.0251644,0.08919596672058105
"[0.37643993201094156, 0]",0,0.37643993201094156,1711821600.0920396,1711821600.1764703,0.08443069458007812
"[0.37574066010921714, 0]",0,0.37574066010921714,1711821600.230071,1711821600.3121326,0.0820615291595459
"[0.35749764499434317, 0]",0,0.35749764499434317,1711821600.3936622,1711821600.4763258,0.08266353607177734
"[0.40947830787602696, 0]",0,0.40947830787602696,1711821600.530894,1711821600.6160617,0.08516764640808105
"[0.384710512755191, 0]",0,0.384710512755191,1711821600.6696339,1711821600.7492855,0.0796515941619873
"[0, 0]",0,0,1711821600.8500419,1711821600.932632,0.08259010314941406
"[0, 0]",0,0,1711821600.9846556,1711821601.0667021,0.0820465087890625
"[0, 0]",0,0,1711821601.1227405,1711821601.202298,0.07955741882324219
"[0.24319794081850776, 0]",0,0.24319794081850776,1711821601.3112464,1711821601.3938181,0.08257174491882324
"[0.24249905487256326, 0]",0,0.24249905487256326,1711821601.4473736,1711821601.5279744,0.08060073852539062
"[0.24249903046666615, 0]",0,0.24249903046666615,1711821601.5839746,1711821601.664485,0.08051037788391113
"[0.26492393347630977, 0]",0,0.26492393347630977,1711821601.769085,1711821601.849665,0.08057999610900879
"[0.31049415437599215, 0]",0,0.31049415437599215,1711821601.9790547,1711821602.0595715,0.08051681518554688
"[0.27039365951297006, 0]",0,0.27039365951297006,1711821602.221936,1711821602.3014107,0.07947468757629395
"[0.2789760649752517, 0]",0,0.2789760649752517,1711821602.3555946,1711821602.439397,0.08380246162414551
"[0.2819071097618535, 0]",0,0.2819071097618535,1711821602.492736,1711821602.5713553,0.07861924171447754
"[0, 0]",0,0,1711821602.6781175,1711821602.760404,0.08228659629821777
"[0, 0]",0,0,1711821602.820848,1711821602.9055073,0.08465933799743652
"[0, 0]",0,0,1711821602.9576585,1711821603.041677,0.08401846885681152
"[0, 0]",0,0,1711821603.1385221,1711821603.2218056,0.0832834243774414
"[0, 0]",0,0,1711821603.277757,1711821603.362257,0.08450007438659668
"[0, 0]",0,0,1711821603.5904315,1711821603.6729758,0.08254432678222656
"[0, 0]",0,0,1711821603.7651124,1711821603.849591,0.08447861671447754
"[0, 0]",0,0,1711821603.9071865,1711821603.9919643,0.08477783203125
"[0, 0]",0,0,1711821604.0515327,1711821604.135511,0.08397817611694336
"[0, 0]",0,0,1711821604.1929579,1711821604.2768028,0.08384490013122559
"[0, 0]",0,0,1711821604.5015955,1711821604.5821116,0.08051609992980957
"[0, 0]",0,0,1711821604.6370077,1711821604.7163458,0.07933807373046875
"[0, 0]",0,0,1711821604.7702034,1711821604.8515697,0.08136630058288574
"[0, 0]",0,0,1711821604.9706595,1711821605.0572035,0.08654403686523438
"[0, 0]",0,0,1711821605.1997828,1711821605.2845852,0.08480238914489746
"[0, 0]",0,0,1711821605.4142761,1711821605.5008957,0.08661961555480957
"[0, 0]",0,0,1711821605.6371193,1711821605.7209945,0.08387517929077148
"[0, 0]",0,0,1711821605.8720315,1711821605.9532588,0.08122730255126953
"[0, 0]",0,0,1711821606.0082965,1711821606.0884361,0.0801396369934082
"[0, 0]",0,0,1711821606.1411655,1711821606.2222493,0.08108377456665039
"[0, 0]",0,0,1711821606.332143,1711821606.4132912,0.08114814758300781
"[0, 0]",0,0,1711821606.4694183,1711821606.5484142,0.07899594306945801
"[0, 0]",0,0,1711821606.6004326,1711821606.6809618,0.08052921295166016
"[0, 0]",0,0,1711821606.7917645,1711821606.8715556,0.07979106903076172
"[0, 0]",0,0,1711821606.923615,1711821607.003316,0.07970094680786133
"[0, 0]",0,0,1711821607.0579967,1711821607.139195,0.08119821548461914
"[0, 0]",0,0,1711821607.2643702,1711821607.3448744,0.08050417900085449
"[0, 0]",0,0,1711821607.3978949,1711821607.476749,0.07885408401489258
"[0, 0]",0,0,1711821607.5287712,1711821607.6076787,0.07890748977661133
"[0, 0]",0,0,1711821607.778451,1711821607.8716094,0.09315848350524902
"[0, 0]",0,0,1711821607.9234774,1711821608.0020096,0.07853221893310547
"[0, 0]",0,0,1711821608.0537682,1711821608.1332915,0.07952332496643066
"[0, 0]",0,0,1711821608.1940894,1711821608.2737267,0.07963728904724121
"[0, 0]",0,0,1711821608.3537211,1711821608.4321845,0.07846331596374512
"[0, 0]",0,0,1711821608.4857228,1711821608.5653005,0.07957768440246582
"[0, 0]",0,0,1711821608.6283095,1711821608.7098439,0.08153438568115234
"[0, 0]",0,0,1711821608.7629693,1711821608.84506,0.08209085464477539
"[0, 0]",0,0,1711821608.9006994,1711821608.9792635,0.07856416702270508
"[0, 0]",0,0,1711821609.0788076,1711821609.1576343,0.0788266658782959
"[0, 0]",0,0,1711821609.2156863,1711821609.3012376,0.08555126190185547
"[0, 0]",0,0,1711821609.357823,1711821609.4426384,0.08481550216674805
"[0, 0]",0,0,1711821609.5316696,1711821609.6142297,0.08256006240844727
"[0, 0]",0,0,1711821609.6659312,1711821609.7464595,0.08052825927734375
"[0, 0]",0,0,1711821609.8004718,1711821609.880207,0.07973527908325195
"[0, 0]",0,0,1711821609.986794,1711821610.0678885,0.08109450340270996
"[0, 0]",0,0,1711821610.1212273,1711821610.2026746,0.08144736289978027
"[0, 0]",0,0,1711821610.2551994,1711821610.3359551,0.08075571060180664
"[0, 0]",0,0,1711821610.4425466,1711821610.5270922,0.08454561233520508
"[0, 0]",0,0,1711821610.5892982,1711821610.6698542,0.08055591583251953
"[0, 0]",0,0,1711821610.7227697,1711821610.8056157,0.08284592628479004
"[0, 0]",0,0,1711821610.9101827,1711821610.9910007,0.08081793785095215
"[0, 0]",0,0,1711821611.0449014,1711821611.12394,0.07903861999511719
"[0, 0]",0,0,1711821611.356308,1711821611.4378724,0.08156442642211914
"[0, 0]",0,0,1711821611.4938877,1711821611.5754619,0.0815742015838623
"[0, 0]",0,0,1711821611.626543,1711821611.7050803,0.0785372257232666
"[0, 0]",0,0,1711821611.81367,1711821611.894241,0.08057117462158203
"[0, 0]",0,0,1711821611.9458303,1711821612.025865,0.08003473281860352
"[0, 0]",0,0,1711821612.080166,1711821612.1590068,0.07884073257446289
"[0, 0]",0,0,1711821612.26895,1711821612.3495228,0.08057284355163574
"[0, 0]",0,0,1711821612.4015398,1711821612.4801147,0.07857489585876465
"[0, 0]",0,0,1711821612.5639381,1711821612.6424975,0.07855939865112305
"[0, 0]",0,0,1711821612.7580712,1711821612.8381164,0.08004522323608398
"[0, 0]",0,0,1711821612.889369,1711821612.9679315,0.07856249809265137
"[0, 0]",0,0,1711821613.023939,1711821613.103415,0.07947611808776855
"[0, 0]",0,0,1711821613.181531,1711821613.2624135,0.08088254928588867
"[0, 0]",0,0,1711821613.3164384,1711821613.395013,0.07857465744018555
"[0, 0]",0,0,1711821613.4505792,1711821613.5315785,0.08099937438964844
"[0, 0]",0,0,1711821613.6499336,1711821613.7317748,0.08184123039245605
"[0, 0]",0,0,1711821613.7893322,1711821613.8669066,0.07757449150085449
"[0, 0]",0,0,1711821613.9209275,1711821613.9994512,0.07852363586425781
