distance,linear_encoder_position,measurement_delta,linear_encoder_timestamp,distance_timestamp,measurement_time_delta
"[0, 0]",0,0,1711822688.3568146,1711822688.3558092,0.001005411148071289
"[0, 0]",0,0,1711822688.7023263,1711822688.7013261,0.0010001659393310547
"[0, 0]",0,0,1711822688.8351505,1711822688.8341608,0.000989675521850586
"[0, 0]",0,0,1711822689.1220882,1711822689.121082,0.0010061264038085938
"[0, 0]",0,0,1711822689.257966,1711822689.257966,0.0
"[0, 0]",0,0,1711822689.3905582,1711822689.3895042,0.0010540485382080078
"[0, 0]",0,0,1711822689.5794966,1711822689.578496,0.0010006427764892578
"[0, 0]",0,0,1711822689.7150323,1711822689.713925,0.0011074542999267578
"[0, 0]",0,0,1711822689.850667,1711822689.849661,0.0010058879852294922
"[0, 0]",0,0,1711822690.0365837,1711822690.0354786,0.0011050701141357422
"[0, 0]",0,0,1711822690.1685874,1711822690.1685874,0.0
"[0, 0]",0,0,1711822690.3034253,1711822690.3024228,0.0010025501251220703
"[0, 0]",0,0,1711822690.490754,1711822690.489753,0.0010008811950683594
"[0, 0]",0,0,1711822690.6275089,1711822690.6275089,0.0
"[0, 0]",0,0,1711822690.7591133,1711822690.7581034,0.0010099411010742188
"[0, 0]",0,0,1711822690.948027,1711822690.9469988,0.0010280609130859375
"[0, 0]",0,0,1711822691.0805085,1711822691.079509,0.00099945068359375
"[0, 0]",0,0,1711822691.213535,1711822691.2125282,0.0010068416595458984
"[0, 0]",0,0,1711822691.4064553,1711822691.4064553,0.0
"[0, 0]",0,0,1711822691.537164,1711822691.5361636,0.0010004043579101562
"[0, 0]",0,0,1711822691.6709049,1711822691.6699038,0.001001119613647461
"[0, 0]",0,0,1711822691.9507544,1711822691.9497247,0.0010297298431396484
"[0, 0]",0,0,1711822692.0967646,1711822692.0957572,0.0010073184967041016
"[0, 0]",0,0,1711822692.2341216,1711822692.233027,0.0010945796966552734
"[0, 0]",0,0,1711822692.3710253,1711822692.3689995,0.0020258426666259766
"[0, 0]",0,0,1711822692.5272474,1711822692.5262473,0.0010001659393310547
"[0, 0]",0,0,1711822692.775683,1711822692.7741613,0.0015215873718261719
"[0, 0]",0,0,1711822692.9054995,1711822692.9044986,0.0010008811950683594
"[0, 0]",0,0,1711822693.0375237,1711822693.0375237,0.0
"[0, 0]",0,0,1711822693.2358134,1711822693.2348132,0.0010001659393310547
"[0, 0]",0,0,1711822693.3674996,1711822693.3674996,0.0
"[0, 0]",0,0,1711822693.5027044,1711822693.5007038,0.002000570297241211
"[0, 0]",0,0,1711822693.6868386,1711822693.6858382,0.0010004043579101562
"[0, 0]",0,0,1711822693.8159,1711822693.8149,0.0010001659393310547
"[0, 0]",0,0,1711822693.9472563,1711822693.9472563,0.0
"[0, 0]",0,0,1711822694.1437278,1711822694.1437278,0.0
"[0, 0]",0,0,1711822694.273944,1711822694.273944,0.0
"[0, 0]",0,0,1711822694.4048195,1711822694.4048195,0.0
"[0, 0]",0,0,1711822694.5994105,1711822694.5994105,0.0
"[0, 0]",0,0,1711822694.7288134,1711822694.7278183,0.0009951591491699219
"[0, 0]",0,0,1711822694.8628838,1711822694.8618762,0.0010075569152832031
"[0, 0]",0,0,1711822695.058681,1711822695.058681,0.0
"[0, 0]",0,0,1711822695.1923108,1711822695.1913254,0.0009853839874267578
"[0, 0]",0,0,1711822695.3223677,1711822695.3213875,0.0009801387786865234
"[0, 0]",0,0,1711822695.5142052,1711822695.5131967,0.0010085105895996094
"[0, 0]",0,0,1711822695.6497717,1711822695.6487875,0.00098419189453125
"[0, 0]",0,0,1711822695.7845805,1711822695.7835948,0.0009856224060058594
"[0, 0]",0,0,1711822695.9712083,1711822695.9701767,0.001031637191772461
"[0, 0]",0,0,1711822696.1051543,1711822696.104174,0.000980377197265625
"[0, 0]",0,0,1711822696.236654,1711822696.236654,0.0
"[0, 0]",0,0,1711822696.4288979,1711822696.4278896,0.0010082721710205078
"[0, 0]",0,0,1711822696.5903816,1711822696.5893312,0.0010504722595214844
"[0, 0]",0,0,1711822696.7198133,1711822696.7198133,0.0
"[0, 0]",0,0,1711822696.882955,1711822696.88195,0.0010051727294921875
"[0, 0]",0,0,1711822697.0237687,1711822697.0225751,0.0011935234069824219
"[0, 0]",0,0,1711822697.154935,1711822697.1539197,0.0010151863098144531
"[0, 0]",0,0,1711822697.3396475,1711822697.338646,0.001001596450805664
"[0, 0]",0,0,1711822697.472273,1711822697.4712913,0.0009818077087402344
"[0, 0]",0,0,1711822697.60944,1711822697.6084452,0.0009949207305908203
"[0, 0]",0,0,1711822697.798587,1711822697.798587,0.0
"[0, 0]",0,0,1711822697.9325235,1711822697.9315224,0.001001119613647461
"[0, 0]",0,0,1711822698.063132,1711822698.0621321,0.0009999275207519531
"[0, 0]",0,0,1711822698.2534676,1711822698.2529607,0.0005068778991699219
"[0, 0]",0,0,1711822698.383079,1711822698.383079,0.0
"[0, 0]",0,0,1711822698.7098377,1711822698.7088299,0.0010077953338623047
"[0, 0]",0,0,1711822698.8436062,1711822698.8426194,0.0009868144989013672
"[0, 0]",0,0,1711822699.1628373,1711822699.1628373,0.0
"[0, 0]",0,0,1711822699.2919009,1711822699.2919009,0.0
"[0, 0]",0,0,1711822699.426098,1711822699.4249666,0.0011315345764160156
"[0, 0]",0,0,1711822699.6225736,1711822699.6215568,0.001016855239868164
"[0, 0]",0,0,1711822699.7549598,1711822699.7539809,0.0009789466857910156
"[0, 0]",0,0,1711822699.8870225,1711822699.8860419,0.0009806156158447266
"[0, 0]",0,0,1711822700.0834985,1711822700.0819938,0.001504659652709961
"[0, 0]",0,0,1711822700.217053,1711822700.2160528,0.0010001659393310547
"[0, 0]",0,0,1711822700.345658,1711822700.344658,0.0010001659393310547
"[0, 0]",0,0,1711822700.5352483,1711822700.5352483,0.0
"[0, 0]",0,0,1711822700.6659982,1711822700.6650035,0.0009946823120117188
"[0, 0]",0,0,1711822700.7951083,1711822700.7941082,0.0010001659393310547
"[0, 0]",0,0,1711822700.9920435,1711822700.9920435,0.0
"[0, 0]",0,0,1711822701.126587,1711822701.126587,0.0
"[0, 0]",0,0,1711822701.2581847,1711822701.2581847,0.0
"[0, 0]",0,0,1711822701.4595442,1711822701.4585438,0.0010004043579101562
"[0, 0]",0,0,1711822701.592745,1711822701.5916812,0.0010638236999511719
"[0, 0]",0,0,1711822701.7222633,1711822701.7212627,0.0010006427764892578
"[0, 0]",0,0,1711822703.100543,1711822703.0995474,0.000995635986328125
"[0, 0]",0,0,1711822703.2320776,1711822703.2310784,0.0009992122650146484
"[0, 0]",0,0,1711822703.3647318,1711822703.3647318,0.0
"[0, 0]",0,0,1711822703.531058,1711822703.531058,0.0
"[0, 0]",0,0,1711822703.7444625,1711822703.7431602,0.0013022422790527344
"[0, 0]",0,0,1711822703.9896736,1711822703.988668,0.0010056495666503906
"[0.7418703416379288, 0]",0,0.7418703416379288,1711822704.1252177,1711822704.1242101,0.0010075569152832031
"[0.6961589154780952, 0]",0,0.6961589154780952,1711822704.2583506,1711822704.2573473,0.001003265380859375
"[0, 0]",0,0,1711822704.4529135,1711822704.4519012,0.0010123252868652344
"[0, 0]",0,0,1711822704.6578157,1711822704.656824,0.0009915828704833984
"[0, 0]",0,0,1711822704.9013243,1711822704.9003181,0.0010061264038085938
"[0, 0]",0,0,1711822705.0338452,1711822705.0328577,0.0009875297546386719
"[0, 0]",0,0,1711822705.1657238,1711822705.1657238,0.0
"[0, 0]",0,0,1711822705.3584807,1711822705.3574796,0.001001119613647461
"[0, 0]",0,0,1711822705.4897017,1711822705.4897017,0.0
"[0, 0]",1,1,1711822705.6202972,1711822705.619297,0.0010001659393310547
"[0, 0]",1,1,1711822705.8129404,1711822705.8119264,0.0010139942169189453
"[0, 0]",1,1,1711822705.947062,1711822705.9460475,0.0010144710540771484
"[0, 0]",1,1,1711822706.0789192,1711822706.0779388,0.000980377197265625
"[0, 0]",1,1,1711822706.2705297,1711822706.2705297,0.0
"[0, 0]",1,1,1711822706.400695,1711822706.400695,0.0
"[0, 0]",10,10,1711822706.5647373,1711822706.5647373,0.0
"[0.6953064184942785, 0]",53,52.304693581505724,1711822706.7371862,1711822706.7351701,0.0020160675048828125
"[0.6943885672926887, 0]",12,11.30561143270731,1711822706.867527,1711822706.8665464,0.0009806156158447266
"[0.6857300165253369, 0]",164,163.31426998347467,1711822706.996324,1711822706.995327,0.0009970664978027344
"[0.7565592120139905, 0]",255,254.243440787986,1711822707.1922035,1711822707.1901965,0.002007007598876953
"[0, 0]",3,3,1711822707.3220882,1711822707.3210995,0.0009887218475341797
"[0, 0]",404,404,1711822707.4550116,1711822707.4540062,0.001005411148071289
"[0, 0]",50,50,1711822707.6649995,1711822707.6649995,0.0
"[0, 0]",550,550,1711822707.7978103,1711822707.7968104,0.0009999275207519531
"[0, 0]",638,638,1711822707.9289405,1711822707.927935,0.0010056495666503906
"[0, 0]",7,7,1711822708.09875,1711822708.0977628,0.0009872913360595703
"[0, 0]",757,757,1711822708.2305398,1711822708.22956,0.0009799003601074219
"[0, 0]",82,82,1711822708.3611531,1711822708.360165,0.000988006591796875
"[0, 0]",859,859,1711822708.5531313,1711822708.5520005,0.001130819320678711
"[0, 0]",915,915,1711822708.6844044,1711822708.6834185,0.000985860824584961
"[0, 0]",9,9,1711822708.8199203,1711822708.8199203,0.0
"[0, 0]",993,993,1711822709.0098875,1711822709.0088081,0.0010793209075927734
"[0, 0]",1,1,1711822709.143213,1711822709.1422126,0.0010004043579101562
"[0, 0]",107,107,1711822709.2732506,1711822709.2722588,0.0009918212890625
"[0, 0]",1097,1097,1711822709.4671693,1711822709.466177,0.0009922981262207031
"[0, 0]",1,1,1711822709.5981748,1711822709.5971909,0.0009839534759521484
"[0, 0]",117,117,1711822709.730808,1711822709.7298079,0.0010001659393310547
"[0, 0]",1195,1195,1711822709.9238975,1711822709.922895,0.0010025501251220703
"[0, 0]",1,1,1711822710.0555024,1711822710.054518,0.0009844303131103516
"[0, 0]",126,126,1711822710.1883945,1711822710.1873932,0.0010013580322265625
"[0, 0]",1297,1297,1711822710.3806336,1711822710.3796206,0.001013040542602539
"[0, 0]",1,1,1711822710.5376017,1711822710.5376017,0.0
"[0, 0]",139,139,1711822710.6682768,1711822710.6672885,0.0009882450103759766
"[0, 0]",1428,1428,1711822710.8351605,1711822710.8341749,0.0009856224060058594
"[0, 0]",1,1,1711822710.9689953,1711822710.9680138,0.0009815692901611328
"[0, 0]",152,152,1711822711.291394,1711822711.2903852,0.001008749008178711
"[0, 0]",1548,1548,1711822711.4231071,1711822711.4222567,0.0008504390716552734
"[0, 0]",1,1,1711822711.5557213,1711822711.554714,0.0010073184967041016
"[0, 0]",162,162,1711822711.7490327,1711822711.7480268,0.0010058879852294922
"[0, 0]",1645,1645,1711822711.8777092,1711822711.876708,0.001001119613647461
"[0, 0]",1,1,1711822712.009106,1711822712.0080996,0.0010063648223876953
"[0, 0]",171,171,1711822712.2070124,1711822712.2059844,0.0010280609130859375
"[0, 0]",1747,1747,1711822712.3346462,1711822712.3346462,0.0
"[0, 0]",1,1,1711822712.467798,1711822712.4667976,0.0010004043579101562
"[0, 0]",183,183,1711822712.6616635,1711822712.6606407,0.0010228157043457031
"[0, 0]",1868,1868,1711822712.8037367,1711822712.8037367,0.0
"[0, 0]",1,1,1711822712.9456239,1711822712.9446344,0.0009894371032714844
"[0, 0]",196,196,1711822713.1172898,1711822713.1172898,0.0
"[0, 0]",2000,2000,1711822713.253198,1711822713.253198,0.0
"[0, 0]",2,2,1711822713.382797,1711822713.38181,0.0009870529174804688
"[0, 0]",210,210,1711822713.5726717,1711822713.5716426,0.0010290145874023438
"[0, 0]",2143,2143,1711822713.7023966,1711822713.7014034,0.0009932518005371094
"[0, 0]",2,2,1711822713.8299835,1711822713.8289971,0.000986337661743164
"[0, 0]",224,224,1711822714.0296934,1711822714.0296934,0.0
"[0, 0]",2276,2276,1711822714.162168,1711822714.1611753,0.0009927749633789062
"[0, 0]",2,2,1711822714.2927487,1711822714.2917624,0.000986337661743164
"[0, 0]",237,237,1711822714.4877322,1711822714.4869232,0.0008089542388916016
"[0, 0]",2403,2403,1711822714.6182687,1711822714.6172807,0.000988006591796875
"[0, 0]",2,2,1711822714.7782023,1711822714.7782023,0.0
"[0, 0]",249,249,1711822714.941837,1711822714.941837,0.0
"[0, 0]",2524,2524,1711822715.0777102,1711822715.0767014,0.001008749008178711
"[0, 0]",2,2,1711822715.2091696,1711822715.2071693,0.0020003318786621094
"[0, 0]",261,261,1711822715.4019494,1711822715.400946,0.0010035037994384766
"[0, 0]",2640,2640,1711822715.533665,1711822715.5326788,0.0009860992431640625
"[0, 0]",2,2,1711822715.6644533,1711822715.6644533,0.0
"[0, 0]",272,272,1711822715.857711,1711822715.856711,0.0010001659393310547
"[0, 0]",2756,2756,1711822715.992262,1711822715.992262,0.0
"[0, 0]",2,2,1711822716.1323261,1711822716.1313229,0.001003265380859375
"[0, 0]",284,284,1711822716.315846,1711822716.314845,0.0010008811950683594
"[0, 0]",2881,2881,1711822716.4480088,1711822716.4480088,0.0
"[0, 0]",2,2,1711822716.5805707,1711822716.5795703,0.0010004043579101562
"[0, 0]",297,297,1711822716.710652,1711822716.7096586,0.000993490219116211
"[0, 0]",3004,3004,1711822716.8461819,1711822716.8461819,0.0
"[0, 0]",3,3,1711822716.9799383,1711822716.9799383,0.0
"[0, 0]",309,309,1711822717.113954,1711822717.113954,0.0
"[0, 0]",3118,3118,1711822717.2445545,1711822717.2435544,0.0010001659393310547
"[0, 0]",3,3,1711822717.3742807,1711822717.3732927,0.000988006591796875
"[0, 0]",319,319,1711822717.513737,1711822717.5127492,0.0009877681732177734
"[0, 0]",3221,3221,1711822717.6503017,1711822717.6493096,0.0009920597076416016
"[0, 0]",3,3,1711822717.7811508,1711822717.7811508,0.0
"[0, 0]",329,329,1711822717.9132774,1711822717.9132774,0.0
"[0, 0]",3312,3312,1711822718.0505865,1711822718.0505865,0.0
"[0, 0]",3,3,1711822718.1915438,1711822718.1905513,0.0009925365447998047
"[0, 0]",336,336,1711822718.325218,1711822718.324223,0.0009949207305908203
"[0, 0]",3383,3383,1711822718.4928393,1711822718.4918468,0.0009925365447998047
