distance,linear_encoder_position,measurement_delta,linear_encoder_timestamp,distance_timestamp,measurement_time_delta
0.5987882412848134,0.001928,0.5968602412848134,1711823603.080214,1711823603.074547,0.005666971206665039
0.604906526665301,0.001928,0.6029785266653009,1711823603.4418194,1711823603.433023,0.008796453475952148
0.6014864588857222,0.001928,0.5995584588857221,1711823603.592499,1711823603.5838132,0.008685827255249023
0.5897402992311808,0.001928,0.5878122992311807,1711823603.7426035,1711823603.7347803,0.00782322883605957
0.5911420543759138,0.001928,0.5892140543759138,1711823603.8828752,1711823603.8777215,0.005153656005859375
0.597277804405007,0.001928,0.595349804405007,1711823604.033035,1711823604.029323,0.0037119388580322266
0.5821521134214248,0.001928,0.5802241134214248,1711823604.2042868,1711823604.198729,0.0055577754974365234
0.6007262947280948,0.001928,0.5987982947280948,1711823604.3443215,1711823604.3393161,0.005005359649658203
0.5918299690626747,0.001928,0.5899019690626747,1711823604.504886,1711823604.4966536,0.008232355117797852
0.6029984945059683,0.001928,0.6010704945059683,1711823604.7150493,1711823604.712935,0.0021142959594726562
0.5898509026177516,0.001928,0.5879229026177516,1711823604.8557742,1711823604.8514144,0.004359722137451172
0.5968463663842271,0.001928,0.594918366384227,1711823604.9960074,1711823604.9893599,0.006647586822509766
0.6199437456306586,0.001928,0.6180157456306585,1711823605.1661313,1711823605.156833,0.009298324584960938
0.5964092190992198,0.001928,0.5944812190992198,1711823605.30656,1711823605.2961042,0.010455846786499023
0.5939566683741014,0.001928,0.5920286683741014,1711823605.4461608,1711823605.4391668,0.006994009017944336
0.5969738552734687,0.001928,0.5950458552734686,1711823605.646927,1711823605.6410637,0.0058634281158447266
0.595494754632864,0.001928,0.593566754632864,1711823605.7881906,1711823605.7766254,0.011565208435058594
0,0.001928,0.001928,1711823605.9877236,1711823605.9867232,0.0010004043579101562
0,0.001928,0.001928,1711823606.1280951,1711823606.1189291,0.00916600227355957
0,0,0,1711823606.2590137,1711823606.2580135,0.0010001659393310547
0,0.001928,0.001928,1711823606.3991766,1711823606.3910842,0.008092403411865234
0,0.001928,0.001928,1711823606.5800169,1711823606.5709856,0.009031295776367188
0,0.001928,0.001928,1711823606.7202272,1711823606.7106066,0.00962066650390625
0,0.001928,0.001928,1711823606.900688,1711823606.8992877,0.0014002323150634766
0,0.001928,0.001928,1711823607.0408874,1711823607.0313034,0.00958395004272461
0,0.001928,0.001928,1711823607.2115967,1711823607.2014344,0.010162353515625
0,0.001928,0.001928,1711823607.3518167,1711823607.3431506,0.008666038513183594
0,0.001928,0.001928,1711823607.5319233,1711823607.525106,0.006817340850830078
0,0.001928,0.001928,1711823607.6724887,1711823607.6640553,0.008433341979980469
0.40704029993934654,0.001928,0.40511229993934655,1711823607.852951,1711823607.845522,0.0074291229248046875
0.43361657174901885,0.001928,0.43168857174901887,1711823607.9930727,1711823607.9830253,0.010047435760498047
