distance,linear_encoder_position,measurement_delta,linear_encoder_timestamp,distance_timestamp,measurement_time_delta
"[0.6996839340105377, 0]",-871,871.6996839340105,1711822010.1118448,1711822010.1920612,0.0802164077758789
"[0.6944519183952593, 0]",-871,871.6944519183953,1711822010.449926,1711822010.5273871,0.07746124267578125
"[0.6957430842652202, 0]",-8,8.69574308426522,1711822010.578359,1711822010.6623716,0.08401274681091309
"[0.686156532409703, 0]",-871,871.6861565324097,1711822010.7203903,1711822010.801877,0.08148670196533203
"[0.6923293586148332, 0]",-871,871.6923293586149,1711822010.8558376,1711822010.9394002,0.08356261253356934
"[0.6984061462810025, 0]",-8,8.698406146281002,1711822011.0043027,1711822011.087966,0.0836632251739502
"[0.6922829755255506, 0]",-871,871.6922829755256,1711822011.142131,1711822011.2236638,0.08153271675109863
"[0.695450824052686, 0]",-871,871.6954508240527,1711822011.2751853,1711822011.3554823,0.08029699325561523
"[0.6978337417143201, 0]",-8,8.69783374171432,1711822011.409915,1711822011.503207,0.0932919979095459
"[0.715693803358073, 0]",-871,871.715693803358,1711822011.560693,1711822011.6465764,0.08588337898254395
"[0.679793519277974, 0]",-871,871.679793519278,1711822011.7031486,1711822011.78235,0.07920145988464355
"[0.6895038370750266, 0]",-8,8.689503837075026,1711822011.833942,1711822011.9144905,0.08054852485656738
"[0.6807296760355329, 0]",-871,871.6807296760355,1711822011.9684987,1711822012.0503514,0.08185267448425293
"[0.6937356305552576, 0]",-871,871.6937356305552,1711822012.1013842,1711822012.1829534,0.08156919479370117
"[0.6875901205848447, 0]",-8,8.687590120584845,1711822012.2355163,1711822012.3143148,0.07879853248596191
"[0.6901700038466517, 0]",-871,871.6901700038467,1711822012.3636875,1711822012.4415004,0.07781291007995605
"[0.6953277586031847, 0]",-871,871.6953277586032,1711822012.4915192,1711822012.5712552,0.07973599433898926
"[0.6893309744952502, 0]",-871,871.6893309744953,1711822012.631823,1711822012.712454,0.08063101768493652
"[0.6990773850238761, 0]",-871,871.6990773850239,1711822012.761465,1711822012.8400483,0.0785832405090332
"[0.6813677798504564, 0]",-8,8.681367779850456,1711822012.8910398,1711822012.9719284,0.08088850975036621
"[0.6843577383110836, 0]",-871,871.6843577383111,1711822013.1550443,1711822013.2336318,0.07858753204345703
"[0.6969358183218051, 0]",-8,8.696935818321805,1711822013.2828567,1711822013.3634186,0.08056187629699707
"[0.6941877801573545, 0]",-871,871.6941877801573,1711822013.4150102,1711822013.4965894,0.08157920837402344
"[0.6957517293844311, 0]",-871,871.6957517293845,1711822013.54814,1711822013.625733,0.07759284973144531
"[0.6834586481169374, 0]",-8,8.683458648116938,1711822013.677728,1711822013.7583017,0.08057379722595215
"[0.6808312615184555, 0]",-871,871.6808312615185,1711822013.834884,1711822013.9124467,0.07756280899047852
"[0.6907542871492783, 0]",-8,8.690754287149279,1711822014.0189984,1711822014.1020145,0.08301615715026855
"[0.6883105287881538, 0]",-871,871.6883105287882,1711822014.1515787,1711822014.2311232,0.0795445442199707
"[0.6938814166164224, 0]",-871,871.6938814166165,1711822014.2811537,1711822014.3639646,0.08281087875366211
"[0, 0]",-8,8,1711822014.4145505,1711822014.4945917,0.08004117012023926
"[0, 0]",-871,871,1711822014.5441391,1711822014.6246428,0.08050370216369629
"[0, 0]",-871,871,1711822014.674518,1711822014.7561255,0.08160734176635742
"[0, 0]",-871,871,1711822014.8566906,1711822014.9372034,0.08051276206970215
"[0, 0]",-871,871,1711822014.9872158,1711822015.0656126,0.07839679718017578
"[0, 0]",-8,8,1711822015.11817,1711822015.1962113,0.07804131507873535
"[0, 0]",-871,871,1711822015.2459767,1711822015.3255405,0.07956385612487793
"[0.7199451836024502, 0]",-871,871.7199451836025,1711822015.376571,1711822015.4551332,0.07856225967407227
"[0.6882710503595488, 0]",-8,8.68827105035955,1711822015.5041683,1711822015.582722,0.07855367660522461
"[0.1721355827223572, 0]",-871,871.1721355827224,1711822015.634524,1711822015.7140892,0.07956504821777344
"[0.693986755707265, 0]",-8,8.693986755707265,1711822015.8053873,1711822015.8837237,0.07833647727966309
"[0.6959344730905052, 0]",-871,871.6959344730905,1711822015.9355438,1711822016.013144,0.07760024070739746
"[0.6805187190736036, 0]",-8,8.680518719073604,1711822016.144405,1711822016.222981,0.07857608795166016
"[0.6887293965121891, 0]",-871,871.6887293965121,1711822016.2739944,1711822016.3551238,0.08112931251525879
"[0.6856542503386212, 0]",-871,871.6856542503386,1711822016.4041564,1711822016.4836614,0.07950496673583984
"[0.6888118627053645, 0]",-8,8.688811862705364,1711822016.5351837,1711822016.6157732,0.08058953285217285
"[0, 0]",-871,871,1711822016.742989,1711822016.8242593,0.08127021789550781
"[0, 0]",-8,8,1711822016.880231,1711822016.9668465,0.08661556243896484
"[0, 0]",-871,871,1711822017.0168755,1711822017.0973494,0.0804738998413086
"[0, 0]",-871,871,1711822017.1488972,1711822017.226496,0.07759881019592285
"[0, 0]",-8,8,1711822017.2754943,1711822017.354082,0.07858777046203613
"[0.6976270628324887, 0]",-871,871.6976270628325,1711822017.407322,1711822017.4858887,0.0785667896270752
"[0.6809143409803237, 0]",-871,871.6809143409803,1711822017.5644906,1711822017.6440833,0.07959270477294922
"[0.6972946182128945, 0]",-8,8.697294618212894,1711822017.6940944,1711822017.7746491,0.08055472373962402
"[0.6851025114480765, 0]",-871,871.6851025114481,1711822017.8272312,1711822017.9082723,0.08104109764099121
"[0.6900123014316253, 0]",-871,871.6900123014316,1711822017.9578066,1711822018.038386,0.08057951927185059
"[0.7106077634654165, 0]",-871,871.7106077634654,1711822018.1289787,1711822018.2091966,0.08021783828735352
"[0.6913954022231187, 0]",-871,871.6913954022231,1711822018.2607472,1711822018.3413553,0.08060812950134277
"[0.6936057247846488, 0]",-8,8.693605724784648,1711822018.390605,1711822018.4711769,0.08057188987731934
"[0.6913117215853176, 0]",-871,871.6913117215853,1711822018.5217652,1711822018.6003368,0.07857155799865723
"[0.6936948259736095, 0]",-871,871.6936948259736,1711822018.648897,1711822018.7264853,0.07758831977844238
"[0.6930268131717231, 0]",-8,8.693026813171723,1711822018.7774963,1711822018.85808,0.08058357238769531
"[0.6832047512617209, 0]",-871,871.6832047512618,1711822018.9666662,1711822019.0485585,0.08189225196838379
"[0.7021895390604065, 0]",-8,8.702189539060406,1711822019.0965884,1711822019.1741617,0.07757329940795898
"[0.6925058483579226, 0]",-871,871.6925058483579,1711822019.2256875,1711822019.307098,0.08141040802001953
"[0.6823180752715396, 0]",-871,871.6823180752715,1711822019.3566236,1711822019.4381425,0.08151888847351074
"[0.701247892515463, 0]",-8,8.701247892515463,1711822019.4913516,1711822019.572746,0.08139443397521973
"[0.6940382821332657, 0]",-871,871.6940382821333,1711822019.6255538,1711822019.70577,0.0802161693572998
"[0.6823949590288589, 0]",-871,871.6823949590289,1711822019.7583418,1711822019.8369393,0.0785975456237793
"[0.6899972637740187, 0]",-871,871.689997263774,1711822019.9697034,1711822020.048818,0.07911467552185059
"[0.690313819032583, 0]",-871,871.6903138190326,1711822020.0978262,1711822020.1764207,0.07859444618225098
"[0.6823065805364331, 0]",-8,8.682306580536434,1711822020.2289648,1711822020.311254,0.08228921890258789
"[0.6894278563195853, 0]",-871,871.6894278563196,1711822020.3608139,1711822020.440389,0.0795750617980957
"[0.7004511532678661, 0]",-871,871.7004511532679,1711822020.4924188,1711822020.5733836,0.08096480369567871
"[0.6813921416421521, 0]",-8,8.681392141642153,1711822020.6250634,1711822020.705082,0.08001852035522461
"[0.6941477608890889, 0]",-871,871.6941477608891,1711822020.8109033,1711822020.8904767,0.07957339286804199
"[0.6829935567255424, 0]",-8,8.682993556725542,1711822020.9451966,1711822021.0258594,0.08066272735595703
"[0.7000375244386302, 0]",-871,871.7000375244386,1711822021.078326,1711822021.1604261,0.08210015296936035
"[0.6899259295744828, 0]",-871,871.6899259295744,1711822021.2145889,1711822021.2963595,0.08177065849304199
"[0.6795072176848865, 0]",-8,8.679507217684886,1711822021.3742313,1711822021.4549937,0.08076238632202148
"[0.6947098132779215, 0]",-871,871.6947098132779,1711822021.5070076,1711822021.5885525,0.08154487609863281
"[0.698716873216416, 0]",-871,871.6987168732164,1711822021.6421216,1711822021.7226326,0.08051109313964844
"[0.6917195668049945, 0]",-8,8.691719566804995,1711822021.778115,1711822021.8647401,0.0866250991821289
"[0.6986304824856253, 0]",-871,871.6986304824857,1711822021.9182649,1711822022.0037258,0.08546090126037598
"[0.6912922225373006, 0]",-871,871.6912922225373,1711822022.0713341,1711822022.153491,0.08215689659118652
"[0.6815663715565814, 0]",-871,871.6815663715565,1711822022.31915,1711822022.3993611,0.08021116256713867
"[0.6901056235053649, 0]",-8,8.690105623505366,1711822022.4545467,1711822022.535984,0.08143734931945801
"[0.6901945385474674, 0]",-871,871.6901945385474,1711822022.5902503,1711822022.670879,0.08062863349914551
"[0.6818906650075346, 0]",-871,871.6818906650076,1711822022.722101,1711822022.8021388,0.08003783226013184
"[0.696159888765286, 0]",-8,8.696159888765287,1711822022.8546596,1711822022.9362128,0.08155322074890137
"[0.6950172727444517, 0]",-871,871.6950172727445,1711822023.058642,1711822023.1381783,0.07953643798828125
"[0.6964112123592346, 0]",-8,8.696411212359235,1711822023.1891906,1711822023.2689226,0.07973194122314453
"[0.6923120751226598, 0]",-871,871.6923120751227,1711822023.322501,1711822023.404512,0.08201098442077637
"[0.6914561455772505, 0]",-871,871.6914561455773,1711822023.4600444,1711822023.5456524,0.08560800552368164
"[0.6842485409980947, 0]",-871,871.684248540998,1711822023.7052386,1711822023.7877934,0.08255481719970703
"[0.6950698353572005, 0]",-8,8.6950698353572,1711822023.841738,1711822023.9232874,0.08154940605163574
"[0.6900594058742469, 0]",-871,871.6900594058742,1711822023.9792926,1711822024.065173,0.08588027954101562
"[0.6926756814369521, 0]",-871,871.692675681437,1711822024.1181977,1711822024.197754,0.07955622673034668
"[0.6934297370544003, 0]",-8,8.6934297370544,1711822024.2515407,1711822024.330085,0.07854437828063965
"[0.6911720181570475, 0]",-871,871.6911720181571,1711822024.4477735,1711822024.5273316,0.07955813407897949
"[0.6880605328154455, 0]",-8,8.688060532815445,1711822024.5795326,1711822024.658255,0.07872247695922852
"[0.6917891154707062, 0]",-871,871.6917891154707,1711822024.7088783,1711822024.788521,0.07964277267456055
"[0.6836598530059064, 0]",-871,871.6836598530059,1711822024.8446295,1711822024.924592,0.07996249198913574
"[0.6804462976570712, 0]",-871,871.6804462976571,1711822025.0231395,1711822025.1021504,0.0790109634399414
"[0.6816938292716921, 0]",-871,871.6816938292717,1711822025.15172,1711822025.233518,0.08179783821105957
"[0.6904891941749656, 0]",-8,8.690489194174965,1711822025.3123102,1711822025.3898447,0.07753443717956543
"[0.688794844934602, 0]",-871,871.6887948449346,1711822025.4414105,1711822025.520959,0.07954835891723633
"[0.6820725420494693, 0]",-871,871.6820725420495,1711822025.573994,1711822025.6533782,0.07938432693481445
"[0.6985910734315023, 0]",-8,8.698591073431503,1711822025.7056267,1711822025.7853312,0.07970452308654785
"[0.690860192549976, 0]",-871,871.69086019255,1711822025.909886,1711822025.9884272,0.07854127883911133
"[0.6907337435245603, 0]",-8,8.69073374352456,1711822026.0419693,1711822026.1213813,0.07941198348999023
"[0.6915988456569035, 0]",-871,871.6915988456569,1711822026.177398,1711822026.2593048,0.08190679550170898
"[0.6934209863503432, 0]",-871,871.6934209863504,1711822026.3144042,1711822026.3939674,0.07956314086914062
"[0.6921477235802882, 0]",-8,8.692147723580288,1711822026.447539,1711822026.5273874,0.0798482894897461
"[0.6995807497281332, 0]",-871,871.6995807497282,1711822026.5787444,1711822026.658002,0.07925748825073242
"[0.6850895476275545, 0]",-8,8.685089547627555,1711822026.7555826,1711822026.8341577,0.07857513427734375
"[0.6866972340329162, 0]",-871,871.6866972340329,1711822026.8861697,1711822026.9650943,0.07892465591430664
"[0.6937811867623891, 0]",-871,871.6937811867624,1711822027.0208147,1711822027.1016133,0.08079862594604492
"[0.6901908117510501, 0]",-8,8.69019081175105,1711822027.1529357,1711822027.234496,0.08156037330627441
"[0.6813684000498411, 0]",-871,871.6813684000498,1711822027.2954893,1711822027.3797581,0.08426880836486816
